date,code,spot,futures
2013/12/11,Ïð½º,17914.3,19635
2013/12/11,Á¤Çà,4568.24,4390
2013/12/11,½¹Ì¿,1407.5,1613
2013/12/11,½¹Ãº,1200,1105
2013/12/11,È¼ÓÍ,4580,4482
2013/12/11,ÓñÃ×,2265.62,2356
2013/12/11,²£Á§,1428.8,1321
2013/12/11,¼×´¼,3347,3247
2013/12/11,°×ÌÇ,5463.75,4906
2013/12/11,°×Òø,4171.67,4276
2013/12/11,Ïß²Ä,3451,3656
2013/12/11,¾ÛÒÒÏ©,12275,11190
2013/12/11,²ËÓÍ,8906.67,7562
2013/12/11,²Ë×Ñ,5097.5,4966
2013/12/11,²ËÆÉ,2979.38,2511
2013/12/11,ÂÝÎÆ¸Ö,3470,3735
2013/12/11,¶¹Ò»,4420,4473
2013/12/11,¶¹ÓÍ,7567.33,7254
2013/12/11,¶¹ÆÉ,4150.67,3377
2013/12/11,Ìú¿óÊ¯,931,937
2013/12/11,Ç¦,13950,13920
2013/12/11,Í­,51300,51100
2013/12/11,ÂÁ,14330,14155
2013/12/11,Ð¿,15550,15010
2013/12/11,¼¦µ°,3830,4155
2013/12/11,»Æ½ð,246.8,251
2013/12/12,PTA,7558.33,7540
2013/12/12,PVC,6475,6460
2013/12/12,¶¯Á¦Ãº,608,581.4
2013/12/12,ÆÕÂó,2522.67,2610
2013/12/12,ÃÞ»¨,19464.3,18815
2013/12/12,×ØéµÓÍ,6042.5,6206
2013/12/12,Ïð½º,18050,20130
2013/12/12,Á¤Çà,4568.24,4388
2013/12/12,½¹Ì¿,1407.5,1608
2013/12/12,½¹Ãº,1200,1103
2013/12/12,È¼ÓÍ,4580,4482
2013/12/12,ÓñÃ×,2265.31,2352
2013/12/12,²£Á§,1428,1353
2013/12/12,¼×´¼,3332,3232
2013/12/12,°×ÌÇ,5461.25,4879
2013/12/12,°×Òø,4175,4281
2013/12/12,Ïß²Ä,3453,3674
2013/12/12,¾ÛÒÒÏ©,12258.3,11190
2013/12/12,²ËÓÍ,8906.67,7500
2013/12/12,²Ë×Ñ,5097.5,4984
2013/12/12,²ËÆÉ,2979.06,2494
2013/12/12,ÂÝÎÆ¸Ö,3464,3729
2013/12/12,¶¹Ò»,4420,4466
2013/12/12,¶¹ÓÍ,7564,7196
2013/12/12,¶¹ÆÉ,4133.33,3347
2013/12/12,Ìú¿óÊ¯,929,930
2013/12/12,Ç¦,13975,13980
2013/12/12,Í­,51420,51560
2013/12/12,ÂÁ,14280,14155
2013/12/12,Ð¿,15600,15080
2013/12/12,¼¦µ°,3830,4153
2013/12/12,»Æ½ð,246.38,250.1
2013/12/13,PTA,7558.33,7476
2013/12/13,PVC,6475,6430
2013/12/13,¶¯Á¦Ãº,608,575.8
2013/12/13,ÆÕÂó,2522.67,2610
2013/12/13,ÃÞ»¨,19464.3,18805
2013/12/13,×ØéµÓÍ,6042.5,6058
2013/12/13,Ïð½º,18057.1,19885
2013/12/13,Á¤Çà,4565.29,4370
2013/12/13,½¹Ì¿,1407.5,1558
2013/12/13,½¹Ãº,1200,1076
2013/12/13,È¼ÓÍ,4582.5,4482
2013/12/13,ÓñÃ×,2264.06,2337
2013/12/13,²£Á§,1428,1335
2013/12/13,¼×´¼,3344,3244
2013/12/13,°×ÌÇ,5458.75,4873
2013/12/13,°×Òø,4043.33,4102
2013/12/13,Ïß²Ä,3453,3674
2013/12/13,¾ÛÒÒÏ©,12241.7,11205
2013/12/13,²ËÓÍ,8906.67,7338
2013/12/13,²Ë×Ñ,5097.5,5009
2013/12/13,²ËÆÉ,2979.06,2479
2013/12/13,ÂÝÎÆ¸Ö,3472.67,3676
2013/12/13,¶¹Ò»,4420,4463
2013/12/13,¶¹ÓÍ,7564,7044
2013/12/13,¶¹ÆÉ,4133.33,3330
2013/12/13,Ìú¿óÊ¯,929,914
2013/12/13,Ç¦,13950,13910
2013/12/13,Í­,51215,51160
2013/12/13,ÂÁ,14210,14030
2013/12/13,Ð¿,15550,15000
2013/12/13,¼¦µ°,3830,4101
2013/12/13,»Æ½ð,241.39,244.75
2013/12/16,PTA,7550,7444
2013/12/16,PVC,6475,6435
2013/12/16,¶¯Á¦Ãº,608,579.4
2013/12/16,ÆÕÂó,2523.33,2610
2013/12/16,ÃÞ»¨,19464.3,18780
2013/12/16,×ØéµÓÍ,5937.5,6036
2013/12/16,Ïð½º,18021.4,19795
2013/12/16,Á¤Çà,4565.29,4360
2013/12/16,½¹Ì¿,1407.5,1557
2013/12/16,½¹Ãº,1150,1078
2013/12/16,È¼ÓÍ,4582.5,4482
2013/12/16,ÓñÃ×,2262.5,2327
2013/12/16,²£Á§,1425.6,1327
2013/12/16,¼×´¼,3259,3159
2013/12/16,°×ÌÇ,5447.5,4875
2013/12/16,°×Òø,4021.67,4116
2013/12/16,Ïß²Ä,3451,3674
2013/12/16,¾ÛÒÒÏ©,12183.3,11135
2013/12/16,²ËÓÍ,8893.33,7278
2013/12/16,²Ë×Ñ,5096.25,5009
2013/12/16,²ËÆÉ,2978.44,2513
2013/12/16,ÂÝÎÆ¸Ö,3468.67,3671
2013/12/16,¶¹Ò»,4420,4492
2013/12/16,¶¹ÓÍ,7531.33,7006
2013/12/16,¶¹ÆÉ,4097.33,3348
2013/12/16,Ìú¿óÊ¯,929,918
2013/12/16,Ç¦,13975,14020
2013/12/16,Í­,51315,51410
2013/12/16,ÂÁ,14200,14035
2013/12/16,Ð¿,15600,15070
2013/12/16,¼¦µ°,3855,4088
2013/12/16,»Æ½ð,242.65,245.75
2013/12/17,PTA,7536.67,7414
2013/12/17,PVC,6475,6445
2013/12/17,¶¯Á¦Ãº,608,578.4
2013/12/17,ÆÕÂó,2523.33,2587
2013/12/17,ÃÞ»¨,19450,18780
2013/12/17,×ØéµÓÍ,5937.5,6076
2013/12/17,Ïð½º,17971.4,19410
2013/12/17,Á¤Çà,4565.29,4330
2013/12/17,½¹Ì¿,1407.5,1558
2013/12/17,½¹Ãº,1075,1076
2013/12/17,È¼ÓÍ,4590,4482
2013/12/17,ÓñÃ×,2260,2337
2013/12/17,²£Á§,1424,1330
2013/12/17,¼×´¼,3193,3093
2013/12/17,°×ÌÇ,5440,4872
2013/12/17,°×Òø,4083.33,4219
2013/12/17,Ïß²Ä,3448,3674
2013/12/17,¾ÛÒÒÏ©,12183.3,11175
2013/12/17,²ËÓÍ,8893.33,7302
2013/12/17,²Ë×Ñ,5096.25,4979
2013/12/17,²ËÆÉ,2977.81,2536
2013/12/17,ÂÝÎÆ¸Ö,3466,3663
2013/12/17,¶¹Ò»,4420,4506
2013/12/17,¶¹ÓÍ,7462.67,7022
2013/12/17,¶¹ÆÉ,4077.33,3386
2013/12/17,Ìú¿óÊ¯,924,910
2013/12/17,Ç¦,14050,14280
2013/12/17,Í­,51485,51450
2013/12/17,ÂÁ,14180,14000
2013/12/17,Ð¿,15600,15090
2013/12/17,¼¦µ°,3870,4107
2013/12/17,»Æ½ð,244.3,248
2013/12/18,PTA,7533.33,7346
2013/12/18,PVC,6475,6430
2013/12/18,¶¯Á¦Ãº,622,579.4
2013/12/18,ÆÕÂó,2522.67,2587
2013/12/18,ÃÞ»¨,19450,18790
2013/12/18,×ØéµÓÍ,5900,6088
2013/12/18,Ïð½º,17950,19150
2013/12/18,Á¤Çà,4565.29,4334
2013/12/18,½¹Ì¿,1410,1562
2013/12/18,½¹Ãº,1075,1076
2013/12/18,È¼ÓÍ,4590,4482
2013/12/18,ÓñÃ×,2260.62,2334
2013/12/18,²£Á§,1424,1329
2013/12/18,¼×´¼,3200,3100
2013/12/18,°×ÌÇ,5438.75,4875
2013/12/18,°×Òø,4105,4205
2013/12/18,Ïß²Ä,3444,3674
2013/12/18,¾ÛÒÒÏ©,12183.3,11070
2013/12/18,²ËÓÍ,8893.33,7306
2013/12/18,²Ë×Ñ,5096.25,4969
2013/12/18,²ËÆÉ,2960,2516
2013/12/18,ÂÝÎÆ¸Ö,3460.67,3656
2013/12/18,¶¹Ò»,4420,4492
2013/12/18,¶¹ÓÍ,7434.67,7008
2013/12/18,¶¹ÆÉ,4066,3393
2013/12/18,Ìú¿óÊ¯,924,906
2013/12/18,Ç¦,14125,14230
2013/12/18,Í­,51225,51300
2013/12/18,ÂÁ,14160,14015
2013/12/18,Ð¿,15600,15070
2013/12/18,¼¦µ°,3895,4098
2013/12/18,»Æ½ð,243.05,245.65
2013/12/19,PTA,7533.33,7354
2013/12/19,PVC,6465.91,6340
2013/12/19,¶¯Á¦Ãº,622,572
2013/12/19,ÆÕÂó,2523,2587
2013/12/19,ÃÞ»¨,19465.7,18845
2013/12/19,×ØéµÓÍ,5892.5,6028
2013/12/19,Ïð½º,17928.6,19055
2013/12/19,Á¤Çà,4565.29,4326
2013/12/19,½¹Ì¿,1410,1557
2013/12/19,½¹Ãº,1100,1071
2013/12/19,È¼ÓÍ,4592.5,4482
2013/12/19,ÓñÃ×,2260.62,2329
2013/12/19,²£Á§,1423.2,1328
2013/12/19,¼×´¼,3198,3098
2013/12/19,°×ÌÇ,5430,4873
2013/12/19,°×Òø,4033.33,4138
2013/12/19,Ïß²Ä,3446,3674
2013/12/19,¾ÛÒÒÏ©,11983.3,11005
2013/12/19,²ËÓÍ,8880,7258
2013/12/19,²Ë×Ñ,5096.25,4968
2013/12/19,²ËÆÉ,2950.62,2517
2013/12/19,ÂÝÎÆ¸Ö,3452.67,3652
2013/12/19,¶¹Ò»,4420,4490
2013/12/19,¶¹ÓÍ,7428,6952
2013/12/19,¶¹ÆÉ,4054.67,3381
2013/12/19,Ìú¿óÊ¯,920,908
2013/12/19,Ç¦,14075,14175
2013/12/19,Í­,51175,51040
2013/12/19,ÂÁ,14150,14025
2013/12/19,Ð¿,15600,15070
2013/12/19,¼¦µ°,3890,3989
2013/12/19,»Æ½ð,240.6,243.75
2013/12/20,PTA,7533.33,7368
2013/12/20,PVC,6465.91,6445
2013/12/20,¶¯Á¦Ãº,622,567
2013/12/20,ÆÕÂó,2523,2559
2013/12/20,ÃÞ»¨,19465.7,18840
2013/12/20,×ØéµÓÍ,5892.5,6046
2013/12/20,Ïð½º,17921.4,18850
2013/12/20,Á¤Çà,4565.29,4316
2013/12/20,½¹Ì¿,1410,1536
2013/12/20,½¹Ãº,1116,1047
2013/12/20,È¼ÓÍ,4597.5,4482
2013/12/20,ÓñÃ×,2260.62,2345
2013/12/20,²£Á§,1422.4,1319
2013/12/20,¼×´¼,3173,3073
2013/12/20,°×ÌÇ,5421.25,4893
2013/12/20,°×Òø,3965,4059
2013/12/20,Ïß²Ä,3439,3720
2013/12/20,¾ÛÒÒÏ©,11983.3,11070
2013/12/20,²ËÓÍ,8880,7258
2013/12/20,²Ë×Ñ,5095,4949
2013/12/20,²ËÆÉ,2940,2523
2013/12/20,ÂÝÎÆ¸Ö,3448.67,3627
2013/12/20,¶¹Ò»,4420,4499
2013/12/20,¶¹ÓÍ,7428,6960
2013/12/20,¶¹ÆÉ,4054.67,3378
2013/12/20,Ìú¿óÊ¯,915,905
2013/12/20,Ç¦,14075,14270
2013/12/20,Í­,51095,51380
2013/12/20,ÂÁ,14110,14020
2013/12/20,Ð¿,15600,15120
2013/12/20,¼¦µ°,3890,3982
2013/12/20,»Æ½ð,236.2,238.35
2013/12/23,PTA,7566.67,7368
2013/12/23,PVC,6465.91,6425
2013/12/23,¶¯Á¦Ãº,622,566.8
2013/12/23,ÆÕÂó,2523.33,2620
2013/12/23,ÃÞ»¨,19487.1,18795
2013/12/23,×ØéµÓÍ,5895,6056
2013/12/23,Ïð½º,17878.6,18520
2013/12/23,Á¤Çà,4565.29,4330
2013/12/23,½¹Ì¿,1410,1516
2013/12/23,½¹Ãº,1116,1044
2013/12/23,È¼ÓÍ,4597.5,4482
2013/12/23,ÓñÃ×,2258.12,2340
2013/12/23,²£Á§,1420.8,1313
2013/12/23,¼×´¼,3144,3044
2013/12/23,°×ÌÇ,5418.75,4879
2013/12/23,°×Òø,3986.67,4101
2013/12/23,Ïß²Ä,3438,3720
2013/12/23,¾ÛÒÒÏ©,11975,11010
2013/12/23,²ËÓÍ,8880,7262
2013/12/23,²Ë×Ñ,5098.75,4987
2013/12/23,²ËÆÉ,2930.62,2514
2013/12/23,ÂÝÎÆ¸Ö,3448.67,3612
2013/12/23,¶¹Ò»,4420,4511
2013/12/23,¶¹ÓÍ,7407.33,6982
2013/12/23,¶¹ÆÉ,4050,3368
2013/12/23,Ìú¿óÊ¯,911,893
2013/12/23,Ç¦,14175,14270
2013/12/23,Í­,51500,51270
2013/12/23,ÂÁ,14100,13965
2013/12/23,Ð¿,15700,15165
2013/12/23,¼¦µ°,3885,3969
2013/12/23,»Æ½ð,237.6,240.2
2013/12/24,PTA,7560,7342
2013/12/24,PVC,6465.91,6415
2013/12/24,¶¯Á¦Ãº,622,570.4
2013/12/24,ÆÕÂó,2523.33,2620
2013/12/24,ÃÞ»¨,19487.1,18840
2013/12/24,×ØéµÓÍ,5850,6010
2013/12/24,Ïð½º,17800,18310
2013/12/24,Á¤Çà,4567.06,4326
2013/12/24,½¹Ì¿,1410,1523
2013/12/24,½¹Ãº,1116,1049
2013/12/24,È¼ÓÍ,4597.5,4482
2013/12/24,ÓñÃ×,2258.12,2331
2013/12/24,²£Á§,1419.2,1313
2013/12/24,¼×´¼,3140,3040
2013/12/24,°×ÌÇ,5411.25,4864
2013/12/24,°×Òø,3980,4076
2013/12/24,Ïß²Ä,3435,3720
2013/12/24,¾ÛÒÒÏ©,11975,10960
2013/12/24,²ËÓÍ,8880,7206
2013/12/24,²Ë×Ñ,5098.75,4959
2013/12/24,²ËÆÉ,2922.5,2495
2013/12/24,ÂÝÎÆ¸Ö,3434.67,3628
2013/12/24,¶¹Ò»,4410,4486
2013/12/24,¶¹ÓÍ,7364,6940
2013/12/24,¶¹ÆÉ,4034,3331
2013/12/24,Ìú¿óÊ¯,904,900
2013/12/24,Ç¦,14125,14300
2013/12/24,Í­,51415,51430
2013/12/24,ÂÁ,14050,13930
2013/12/24,Ð¿,15700,15260
2013/12/24,¼¦µ°,3880,3982
2013/12/24,»Æ½ð,238.2,239
2013/12/25,PTA,7562,7376
2013/12/25,PVC,6465.91,6430
2013/12/25,¶¯Á¦Ãº,631,568.4
2013/12/25,ÆÕÂó,2523.33,2620
2013/12/25,ÃÞ»¨,19487.1,18870
2013/12/25,×ØéµÓÍ,5850,5926
2013/12/25,Ïð½º,17764.3,18415
2013/12/25,Á¤Çà,4567.06,4338
2013/12/25,½¹Ì¿,1410,1515
2013/12/25,½¹Ãº,1116,1047
2013/12/25,È¼ÓÍ,4605,4482
2013/12/25,ÓñÃ×,2257.5,2335
2013/12/25,²£Á§,1419.2,1323
2013/12/25,¼×´¼,3153,3053
2013/12/25,°×ÌÇ,5402.5,4847
2013/12/25,°×Òø,4001.67,4102
2013/12/25,Ïß²Ä,3430,3720
2013/12/25,¾ÛÒÒÏ©,11975,11100
2013/12/25,²ËÓÍ,8880,7122
2013/12/25,²Ë×Ñ,5100,4969
2013/12/25,²ËÆÉ,2919.38,2563
2013/12/25,ÂÝÎÆ¸Ö,3426.67,3603
2013/12/25,¶¹Ò»,4410,4487
2013/12/25,¶¹ÓÍ,7337.33,6882
2013/12/25,¶¹ÆÉ,4022.67,3370
2013/12/25,Ìú¿óÊ¯,902,903
2013/12/25,Ç¦,14225,14360
2013/12/25,Í­,51860,52360
2013/12/25,ÂÁ,14040,13975
2013/12/25,Ð¿,15850,15405
2013/12/25,¼¦µ°,3880,3995
2013/12/25,»Æ½ð,238.5,240.9
2013/12/26,PTA,7561,7370
2013/12/26,PVC,6465.91,6450
2013/12/26,¶¯Á¦Ãº,631,567.4
2013/12/26,ÆÕÂó,2523,2625
2013/12/26,ÃÞ»¨,19487.1,18980
2013/12/26,×ØéµÓÍ,5850,5942
2013/12/26,Ïð½º,17750,18365
2013/12/26,Á¤Çà,4567.06,4282
2013/12/26,½¹Ì¿,1410,1510
2013/12/26,½¹Ãº,1116,1045
2013/12/26,È¼ÓÍ,4605,4482
2013/12/26,ÓñÃ×,2256.25,2327
2013/12/26,²£Á§,1417.6,1315
2013/12/26,¼×´¼,3116,3016
2013/12/26,°×ÌÇ,5393.75,4882
2013/12/26,°×Òø,3993.33,4099
2013/12/26,Ïß²Ä,3417,3720
2013/12/26,¾ÛÒÒÏ©,11975,11180
2013/12/26,²ËÓÍ,8880,7100
2013/12/26,²Ë×Ñ,5100,4948
2013/12/26,²ËÆÉ,2919.38,2562
2013/12/26,ÂÝÎÆ¸Ö,3420,3604
2013/12/26,¶¹Ò»,4410,4476
2013/12/26,¶¹ÓÍ,7287.33,6874
2013/12/26,¶¹ÆÉ,4016.67,3369
2013/12/26,Ìú¿óÊ¯,902,896
2013/12/26,Ç¦,14225,14260
2013/12/26,Í­,52180,52210
2013/12/26,ÂÁ,14030,13935
2013/12/26,Ð¿,15800,15220
2013/12/26,¼¦µ°,3875,3973
2013/12/26,»Æ½ð,239.04,240.6
2013/12/27,PTA,7580,7392
2013/12/27,PVC,6465.91,6455
2013/12/27,¶¯Á¦Ãº,631,569.6
2013/12/27,ÆÕÂó,2523,2625
2013/12/27,ÃÞ»¨,19487.1,19315
2013/12/27,×ØéµÓÍ,5815,6050
2013/12/27,Ïð½º,17692.9,18430
2013/12/27,Á¤Çà,4567.06,4316
2013/12/27,½¹Ì¿,1410,1510
2013/12/27,½¹Ãº,1116,1035
2013/12/27,È¼ÓÍ,4605,4482
2013/12/27,ÓñÃ×,2255.62,2333
2013/12/27,²£Á§,1417.6,1316
2013/12/27,¼×´¼,3103,3003
2013/12/27,°×ÌÇ,5392.5,4857
2013/12/27,°×Òø,4041.67,4196
2013/12/27,Ïß²Ä,3410,3720
2013/12/27,¾ÛÒÒÏ©,11983.3,11200
2013/12/27,²ËÓÍ,8880,7142
2013/12/27,²Ë×Ñ,5100,4946
2013/12/27,²ËÆÉ,2912.5,2624
2013/12/27,ÂÝÎÆ¸Ö,3412.67,3612
2013/12/27,¶¹Ò»,4410,4488
2013/12/27,¶¹ÓÍ,7287.33,6922
2013/12/27,¶¹ÆÉ,4016.67,3385
2013/12/27,Ìú¿óÊ¯,902,907
2013/12/27,Ç¦,14200,14270
2013/12/27,Í­,51950,52390
2013/12/27,ÂÁ,14020,13995
2013/12/27,Ð¿,15700,15260
2013/12/27,¼¦µ°,3875,3968
2013/12/27,»Æ½ð,240.4,242.85
2013/12/30,PTA,7580,7422
2013/12/30,PVC,6465.91,6450
2013/12/30,¶¯Á¦Ãº,631,562.8
2013/12/30,ÆÕÂó,2523.33,2625
2013/12/30,ÃÞ»¨,19487.1,19195
2013/12/30,×ØéµÓÍ,5860,6066
2013/12/30,Ïð½º,17678.6,18265
2013/12/30,Á¤Çà,4566.76,4334
2013/12/30,½¹Ì¿,1410,1487
2013/12/30,½¹Ãº,1116,1022
2013/12/30,È¼ÓÍ,4605,4482
2013/12/30,ÓñÃ×,2251.88,2342
2013/12/30,²£Á§,1415.2,1315
2013/12/30,¼×´¼,3109,3009
2013/12/30,°×ÌÇ,5385,4830
2013/12/30,°×Òø,4071.67,4159
2013/12/30,Ïß²Ä,3402,3720
2013/12/30,¾ÛÒÒÏ©,11983.3,11205
2013/12/30,²ËÓÍ,8880,7126
2013/12/30,²Ë×Ñ,5100,4946
2013/12/30,²ËÆÉ,2903.12,2594
2013/12/30,ÂÝÎÆ¸Ö,3400,3573
2013/12/30,¶¹Ò»,4410,4411
2013/12/30,¶¹ÓÍ,7293.33,6908
2013/12/30,¶¹ÆÉ,3999.33,3352
2013/12/30,Ìú¿óÊ¯,902,911
2013/12/30,Ç¦,14225,14340
2013/12/30,Í­,52085,52340
2013/12/30,ÂÁ,14100,14060
2013/12/30,Ð¿,15700,15260
2013/12/30,¼¦µ°,3885,3984
2013/12/30,»Æ½ð,240.5,241.05
2013/12/31,PTA,7600,7362
2013/12/31,PVC,6465.91,6420
2013/12/31,¶¯Á¦Ãº,631,562.6
2013/12/31,ÆÕÂó,2523.33,2625
2013/12/31,ÃÞ»¨,19494.3,19345
2013/12/31,×ØéµÓÍ,5860,6038
2013/12/31,Ïð½º,17642.9,18140
2013/12/31,Á¤Çà,4559.41,4304
2013/12/31,½¹Ì¿,1410,1458
2013/12/31,½¹Ãº,1116,1005
2013/12/31,È¼ÓÍ,4602.5,4482
2013/12/31,ÓñÃ×,2251.88,2345
2013/12/31,²£Á§,1415.2,1290
2013/12/31,¼×´¼,3095,2995
2013/12/31,°×ÌÇ,5385,4788
2013/12/31,°×Òø,4022.67,4099
2013/12/31,Ïß²Ä,3394,3716
2013/12/31,¾ÛÒÒÏ©,11983.3,11100
2013/12/31,²ËÓÍ,8846.67,7034
2013/12/31,²Ë×Ñ,5100,4927
2013/12/31,²ËÆÉ,2896.25,2624
2013/12/31,ÂÝÎÆ¸Ö,3396,3570
2013/12/31,¶¹Ò»,4410,4321
2013/12/31,¶¹ÓÍ,7293.33,6850
2013/12/31,¶¹ÆÉ,3999.33,3368
2013/12/31,Ìú¿óÊ¯,904,911
2013/12/31,Ç¦,14225,14400
2013/12/31,Í­,52195,52280
2013/12/31,ÂÁ,14100,14035
2013/12/31,Ð¿,15700,15195
2013/12/31,¼¦µ°,3920,3951
2013/12/31,»Æ½ð,237.85,239.4
2014/1/2,PTA,7556.25,7294
2014/1/2,PVC,6464.09,6380
2014/1/2,¶¯Á¦Ãº,631,563
2014/1/2,ÆÕÂó,2523.33,2625
2014/1/2,ÃÞ»¨,19494.3,19385
2014/1/2,×ØéµÓÍ,5910,6148
2014/1/2,Ïð½º,17540,18135
2014/1/2,Á¤Çà,4559.41,4290
2014/1/2,½¹Ì¿,1410,1454
2014/1/2,½¹Ãº,1113.14,999
2014/1/2,È¼ÓÍ,4602.5,4482
2014/1/2,ÓñÃ×,2251.88,2342
2014/1/2,²£Á§,1415.2,1281
2014/1/2,¼×´¼,3016,2916
2014/1/2,°×ÌÇ,5373.75,4789
2014/1/2,°×Òø,4065,4213
2014/1/2,Ïß²Ä,3398,3716
2014/1/2,¾ÛÒÒÏ©,11983.3,11095
2014/1/2,²ËÓÍ,8846.67,7068
2014/1/2,²Ë×Ñ,5098.75,4932
2014/1/2,²ËÆÉ,2896.88,2641
2014/1/2,ÂÝÎÆ¸Ö,3394,3590
2014/1/2,¶¹Ò»,4410,4322
2014/1/2,¶¹ÓÍ,7267.33,6922
2014/1/2,¶¹ÆÉ,3986,3354
2014/1/2,Ìú¿óÊ¯,910,907
2014/1/2,Ç¦,14200,14330
2014/1/2,Í­,52365,52670
2014/1/2,ÂÁ,14090,14040
2014/1/2,Ð¿,15700,15300
2014/1/2,¼¦µ°,4020,3975
2014/1/2,»Æ½ð,240.4,244.45
2014/1/3,PTA,7511.25,7220
2014/1/3,PVC,6464.09,6380
2014/1/3,¶¯Á¦Ãº,631,558
2014/1/3,ÆÕÂó,2523.67,2625
2014/1/3,ÃÞ»¨,19491.4,19325
2014/1/3,×ØéµÓÍ,5910,6068
2014/1/3,Ïð½º,17413.3,17625
2014/1/3,Á¤Çà,4554.71,4278
2014/1/3,½¹Ì¿,1410,1426
2014/1/3,½¹Ãº,1113.14,986
2014/1/3,È¼ÓÍ,4602.5,4480
2014/1/3,ÓñÃ×,2251.88,2333
2014/1/3,²£Á§,1415.2,1285
2014/1/3,¼×´¼,2984,2884
2014/1/3,°×ÌÇ,5362.5,4762
2014/1/3,°×Òø,4083.33,4213
2014/1/3,Ïß²Ä,3389,3726
2014/1/3,¾ÛÒÒÏ©,11966.7,11070
2014/1/3,²ËÓÍ,8846.67,6988
2014/1/3,²Ë×Ñ,5098.75,4893
2014/1/3,²ËÆÉ,2889.38,2627
2014/1/3,ÂÝÎÆ¸Ö,3387.33,3540
2014/1/3,¶¹Ò»,4410,4326
2014/1/3,¶¹ÓÍ,7264,6822
2014/1/3,¶¹ÆÉ,3970,3338
2014/1/3,Ìú¿óÊ¯,917.5,902
2014/1/3,Ç¦,14200,14210
2014/1/3,Í­,52170,51920
2014/1/3,ÂÁ,14090,13995
2014/1/3,Ð¿,15700,15120
2014/1/3,¼¦µ°,4060,4015
2014/1/3,»Æ½ð,242.68,246.4
2014/1/6,PTA,7491.25,7146
2014/1/6,PVC,6464.09,6385
2014/1/6,¶¯Á¦Ãº,631,551
2014/1/6,ÆÕÂó,2523.67,2551
2014/1/6,ÃÞ»¨,19491.4,19280
2014/1/6,×ØéµÓÍ,5850,5976
2014/1/6,Ïð½º,17293.3,17245
2014/1/6,Á¤Çà,4547.06,4284
2014/1/6,½¹Ì¿,1410,1416
2014/1/6,½¹Ãº,1106,986
2014/1/6,È¼ÓÍ,4602.5,4480
2014/1/6,ÓñÃ×,2251.56,2344
2014/1/6,²£Á§,1413.6,1255
2014/1/6,¼×´¼,2998,2898
2014/1/6,°×ÌÇ,5343.75,4653
2014/1/6,°×Òø,4096.67,4194
2014/1/6,Ïß²Ä,3389,3772
2014/1/6,¾ÛÒÒÏ©,11983.3,11050
2014/1/6,²ËÓÍ,8800,6880
2014/1/6,²Ë×Ñ,5098.75,4960
2014/1/6,²ËÆÉ,2892.5,2620
2014/1/6,ÂÝÎÆ¸Ö,3377.33,3515
2014/1/6,¶¹Ò»,4395,4334
2014/1/6,¶¹ÓÍ,7216.67,6696
2014/1/6,¶¹ÆÉ,3954,3343
2014/1/6,Ìú¿óÊ¯,919.38,893
2014/1/6,Ç¦,14150,14100
2014/1/6,Í­,52125,51770
2014/1/6,ÂÁ,14070,13905
2014/1/6,Ð¿,15600,15000
2014/1/6,¼¦µ°,4050,3943
2014/1/6,»Æ½ð,245.3,246.9
2014/1/7,PTA,7447.5,7096
2014/1/7,PVC,6464.09,6330
2014/1/7,¶¯Á¦Ãº,631,553.2
2014/1/7,ÆÕÂó,2524,2548
2014/1/7,ÃÞ»¨,19485.7,19495
2014/1/7,×ØéµÓÍ,5807.5,5936
2014/1/7,Ïð½º,17240,16815
2014/1/7,Á¤Çà,4544.12,4248
2014/1/7,½¹Ì¿,1410,1411
2014/1/7,½¹Ãº,1106,997
2014/1/7,È¼ÓÍ,4603,4480
2014/1/7,ÓñÃ×,2251.56,2359
2014/1/7,²£Á§,1411.2,1238
2014/1/7,¼×´¼,2981,2881
2014/1/7,°×ÌÇ,5322.5,4617
2014/1/7,°×Òø,4100,4193
2014/1/7,Ïß²Ä,3362,3772
2014/1/7,¾ÛÒÒÏ©,11983.3,10945
2014/1/7,²ËÓÍ,8786.67,6810
2014/1/7,²Ë×Ñ,5098.75,4942
2014/1/7,²ËÆÉ,2895,2582
2014/1/7,ÂÝÎÆ¸Ö,3362,3465
2014/1/7,¶¹Ò»,4395,4338
2014/1/7,¶¹ÓÍ,7178.67,6612
2014/1/7,¶¹ÆÉ,3950.67,3284
2014/1/7,Ìú¿óÊ¯,918.12,896
2014/1/7,Ç¦,14150,14065
2014/1/7,Í­,52195,51860
2014/1/7,ÂÁ,14000,13910
2014/1/7,Ð¿,15600,15050
2014/1/7,¼¦µ°,4025,3865
2014/1/7,»Æ½ð,246.25,246.95
2014/1/8,PTA,7412.5,7104
2014/1/8,PVC,6445.91,6335
2014/1/8,¶¯Á¦Ãº,610,550.4
2014/1/8,ÆÕÂó,2524,2525
2014/1/8,ÃÞ»¨,19475.7,19760
2014/1/8,×ØéµÓÍ,5800,5786
2014/1/8,Ïð½º,17226.7,16735
2014/1/8,Á¤Çà,4541.18,4272
2014/1/8,½¹Ì¿,1405,1410
2014/1/8,½¹Ãº,1106,992
2014/1/8,È¼ÓÍ,4602.5,4480
2014/1/8,ÓñÃ×,2251.56,2364
2014/1/8,²£Á§,1408.8,1232
2014/1/8,¼×´¼,2999,2899
2014/1/8,°×ÌÇ,5302.5,4564
2014/1/8,°×Òø,4023.33,4088
2014/1/8,Ïß²Ä,3361,3582
