date,close,USDA：玉米：产量预测值：中国（月）,USDA：玉米：出口数量预测值：中国（月）,USDA：玉米：国内需求消费量预测值：中国（月）,USDA：玉米：进口数量预测值：中国（月）,USDA：玉米：库存消费比预测：中国（月）,USDA：玉米：期初库存预测：中国（月）,USDA：玉米：期末库存预测：中国（月）,USDA：玉米：饲料消费量预测值：中国（月）,氨基酸加工企业：玉米：消费量（周）,玉米淀粉加工企业：玉米：消费量（周）,玉米酒精加工企业：玉米：消费量（周）,主要深加工企业：玉米：消费量（周）,国家粮食和物资储备局：玉米：收购量：中国（日）,玉米：港口库存：中国（周）,主要深加工企业：玉米：库存：中国（周）,USDA：玉米：期初库存预测：美国（月）,USDA：玉米：期末库存预测：美国（月）
"2017-08-02","1650","","","","","","","","","","","","","","","","",""
"2017-08-03","1673","","","","","","","","","","","","","","","","",""
"2017-08-04","1676","","","","","","","","","","","","","","339.6","","",""
"2017-08-07","1674","","","","","","","","","","","","","","","","",""
"2017-08-08","1680","","","","","","","","","","","","","","","","",""
"2017-08-09","1714","","","","","","","","","","","","","","","","",""
"2017-08-10","1718","","","","","","","","","","","","","","","","",""
"2017-08-11","1727","","","","","","","","","","","","","","325.1","","",""
"2017-08-14","1721","","","","","","","","","","","","","","","","",""
"2017-08-15","1720","","","","","","","","","","","","","","","","",""
"2017-08-16","1724","","","","","","","","","","","","","","","","",""
"2017-08-17","1737","","","","","","","","","","","","","","","","",""
"2017-08-18","1728","","","","","","","","","","","","","","339.8","","",""
"2017-08-21","1725","","","","","","","","","","","","","","","","",""
"2017-08-22","1737","","","","","","","","","","","","","","","","",""
"2017-08-23","1727","","","","","","","","","","","","","","","","",""
"2017-08-24","1725","","","","","","","","","","","","","","","","",""
"2017-08-25","1719","","","","","","","","","","","","","","333.5","","",""
"2017-08-28","1718","","","","","","","","","","","","","","","","",""
"2017-08-29","1702","","","","","","","","","","","","","","","","",""
"2017-08-30","1693","","","","","","","","","","","","","","","","",""
"2017-08-31","1687","215","0.02","238","3","34.14","101.28","81.26","166","","","","","","","","60.2","57.74"
"2017-09-01","1690","","","","","","","","","","","","","","324.7","","",""
"2017-09-04","1713","","","","","","","","","","","","","","","","",""
"2017-09-05","1714","","","","","","","","","","","","","","","","",""
"2017-09-06","1715","","","","","","","","","","","","","","","","",""
"2017-09-07","1719","","","","","","","","","","","","","","","","",""
"2017-09-08","1687","","","","","","","","","","","","","","331.2","","",""
"2017-09-11","1688","","","","","","","","","","","","","","","","",""
"2017-09-12","1691","","","","","","","","","","","","","","","","",""
"2017-09-13","1692","","","","","","","","","","","","","","","","",""
"2017-09-14","1702","","","","","","","","","","","","","","","","",""
"2017-09-15","1691","","","","","","","","","","","","","","319.9","","",""
"2017-09-18","1692","","","","","","","","","","","","","","","","",""
"2017-09-19","1696","","","","","","","","","","","","","","","","",""
"2017-09-20","1696","","","","","","","","","","","","","","","","",""
"2017-09-21","1709","","","","","","","","","","","","","","","","",""
"2017-09-22","1716","","","","","","","","","","","","","","311.9","","",""
"2017-09-25","1713","","","","","","","","","","","","","","","","",""
"2017-09-26","1723","","","","","","","","","","","","","","","","",""
"2017-09-27","1714","","","","","","","","","","","","","","","","",""
"2017-09-28","1694","","","","","","","","","","","","","","","","",""
"2017-09-29","1693","","","","","","","","","","","","","","311.9","","",""
"2017-09-30","","215","0.02","238","3","34.14","101.28","81.26","166","","","","","","","","59.7","59.3"
"2017-10-06","","","","","","","","","","","","","","","325.7","","",""
"2017-10-09","1666","","","","","","","","","","","","","","","","",""
"2017-10-10","1671","","","","","","","","","","","","","","","","",""
"2017-10-11","1671","","","","","","","","","","","","","","","","",""
"2017-10-12","1674","","","","","","","","","","","","","","","","",""
"2017-10-13","1677","","","","","","","","","","","","","","341","","",""
"2017-10-16","1678","","","","","","","","","","","","","","","","",""
"2017-10-17","1678","","","","","","","","","","","","","","","","",""
"2017-10-18","1675","","","","","","","","","","","","","","","","",""
"2017-10-19","1672","","","","","","","","","","","","","","","","",""
"2017-10-20","1668","","","","","","","","","","","","","","339.1","","",""
"2017-10-23","1663","","","","","","","","","","","","","","","","",""
"2017-10-24","1666","","","","","","","","","","","","","","","","",""
"2017-10-25","1675","","","","","","","","","","","","","","","","",""
"2017-10-26","1674","","","","","","","","","","","","","","","","",""
"2017-10-27","1665","","","","","","","","","","","","","","337.3","","",""
"2017-10-30","1656","","","","","","","","","","","","","","","","",""
"2017-10-31","1657","215","0.05","240","3","33","101.25","79.2","166","","","","","945","","","58.3","59.44"
"2017-11-01","1661","","","","","","","","","","","","","","","","",""
"2017-11-02","1667","","","","","","","","","","","","","","","","",""
"2017-11-03","1673","","","","","","","","","","","","","","373.6","","",""
"2017-11-05","","","","","","","","","","","","","","1204","","","",""
"2017-11-06","1675","","","","","","","","","","","","","","","","",""
"2017-11-07","1682","","","","","","","","","","","","","","","","",""
"2017-11-08","1686","","","","","","","","","","","","","","","","",""
"2017-11-09","1685","","","","","","","","","","","","","","","","",""
"2017-11-10","1685","","","","","","","","","","","","","1482","410.6","","",""
"2017-11-13","1687","","","","","","","","","","","","","","","","",""
"2017-11-14","1693","","","","","","","","","","","","","","","","",""
"2017-11-15","1694","","","","","","","","","","","","","1799","","","",""
"2017-11-16","1690","","","","","","","","","","","","","","","","",""
"2017-11-17","1677","","","","","","","","","","","","","","429.3","","",""
"2017-11-20","1690","","","","","","","","","","","","","2145","","","",""
"2017-11-21","1693","","","","","","","","","","","","","","","","",""
"2017-11-22","1698","","","","","","","","","","","","","","","","",""
"2017-11-23","1705","","","","","","","","","","","","","","","","",""
"2017-11-24","1699","","","","","","","","","","","","","","442.3","","",""
"2017-11-25","","","","","","","","","","","","","","2504","","","",""
"2017-11-27","1702","","","","","","","","","","","","","","","","",""
"2017-11-28","1707","","","","","","","","","","","","","","","","",""
"2017-11-29","1718","","","","","","","","","","","","","","","","",""
"2017-11-30","1715","215","0.05","240","3","32.78","100.72","78.67","166","","","","","3106","","","58.3","63.19"
"2017-12-01","1708","","","","","","","","","","","","","","434.2","","",""
"2017-12-04","1719","","","","","","","","","","","","","","","","",""
"2017-12-05","1722","","","","","","","","","","","","","3585","","","",""
"2017-12-06","1722","","","","","","","","","","","","","","","","",""
"2017-12-07","1769","","","","","","","","","","","","","","","","",""
"2017-12-08","1774","","","","","","","","","","","","","","450.3","","",""
"2017-12-10","","","","","","","","","","","","","","4046","","","",""
"2017-12-11","1769","","","","","","","","","","","","","","","","",""
"2017-12-12","1769","","","","","","","","","","","","","","","","",""
"2017-12-13","1778","","","","","","","","","","","","","","","","",""
"2017-12-14","1785","","","","","","","","","","","","","","","","",""
"2017-12-15","1792","","","","","","","","","","","","","4467","438.6","","",""
"2017-12-18","1823","","","","","","","","","","","","","","","","",""
"2017-12-19","1816","","","","","","","","","","","","","","","","",""
"2017-12-20","1819","","","","","","","","","","","","","4929","","","",""
"2017-12-21","1836","","","","","","","","","","","","","","","","",""
"2017-12-22","1823","","","","","","","","","","","","","","424.5","","",""
"2017-12-25","1807","","","","","","","","","","","","","5384","","","",""
"2017-12-26","1810","","","","","","","","","","","","","","","","",""
"2017-12-27","1816","","","","","","","","","","","","","","","","",""
"2017-12-28","1814","","","","","","","","","","","","","","","","",""
"2017-12-29","1816","","","","","","","","","","","","","","406.3","","",""
"2017-12-31","","215.89","0.05","240","3","33.15","100.72","79.56","166","","","","","6083","","","58.3","61.92"
"2018-01-02","1829","","","","","","","","","","","","","","","","",""
"2018-01-03","1853","","","","","","","","","","","","","","","","",""
"2018-01-04","1848","","","","","","","","","","","","","","","","",""
"2018-01-05","1853","","","","","","","","","23.43","63.78","26.34","113.55","6438","405.8","","",""
"2018-01-08","1825","","","","","","","","","","","","","","","","",""
"2018-01-09","1826","","","","","","","","","","","","","","","","",""
"2018-01-10","1829","","","","","","","","","","","","","6694","","","",""
"2018-01-11","1821","","","","","","","","","","","","","","","","",""
"2018-01-12","1827","","","","","","","","","23.43","63.67","26.27","113.37","","405.2","","",""
"2018-01-15","1825","","","","","","","","","","","","","6936","","","",""
"2018-01-16","1822","","","","","","","","","","","","","","","","",""
"2018-01-17","1816","","","","","","","","","","","","","","","","",""
"2018-01-18","1809","","","","","","","","","","","","","","","","",""
"2018-01-19","1801","","","","","","","","","23.43","64.91","26.98","115.32","","402.1","","",""
"2018-01-20","","","","","","","","","","","","","","7126","","","",""
"2018-01-22","1797","","","","","","","","","","","","","","","","",""
"2018-01-23","1783","","","","","","","","","","","","","","","","",""
"2018-01-24","1788","","","","","","","","","","","","","","","","",""
"2018-01-25","1787","","","","","","","","","","","","","7372","","","",""
"2018-01-26","1796","","","","","","","","","23.43","64.91","26.85","115.2","","392.65","","",""
"2018-01-29","1795","","","","","","","","","","","","","","","","",""
"2018-01-30","1792","","","","","","","","","","","","","","","","",""
"2018-01-31","1788","215.89","0.05","240","3","33.15","100.71","79.55","166","","","","","7639","","","58.25","62.93"
"2018-02-01","1805","","","","","","","","","","","","","","","","",""
"2018-02-02","1804","","","","","","","","","23.43","62.72","26.58","112.74","","375.3","","",""
"2018-02-05","1816","","","","","","","","","","","","","7823","","","",""
"2018-02-06","1815","","","","","","","","","","","","","","","","",""
"2018-02-07","1825","","","","","","","","","","","","","","","","",""
"2018-02-08","1826","","","","","","","","","","","","","","","","",""
"2018-02-09","1824","","","","","","","","","23.43","63.62","26.33","113.38","","361.55","","",""
"2018-02-10","","","","","","","","","","","","","","7917","","","",""
"2018-02-12","1818","","","","","","","","","","","","","","","","",""
"2018-02-13","1800","","","","","","","","","","","","","","","","",""
"2018-02-14","1812","","","","","","","","","","","","","","","","",""
"2018-02-16","","","","","","","","","","23.43","45.36","24.92","93.71","","338.9","","",""
"2018-02-20","","","","","","","","","","","","","","7933","","","",""
"2018-02-22","1819","","","","","","","","","","","","","","","","",""
"2018-02-23","1813","","","","","","","","","23.43","49.61","23.15","96.2","","315","","",""
"2018-02-25","","","","","","","","","","","","","","7972","","","",""
"2018-02-26","1829","","","","","","","","","","","","","","","","",""
"2018-02-27","1828","","","","","","","","","","","","","","","","",""
"2018-02-28","1830","215.89","0.05","240","3","33.15","100.71","79.55","166","","","","","8060","","","58.25","59.75"
"2018-03-01","1828","","","","","","","","","","","","","","","","",""
"2018-03-02","1840","","","","","","","","","23.43","52.95","24.92","101.31","","278.4","","",""
"2018-03-05","1869","","","","","","","","","","","","","8164","","","",""
"2018-03-06","1877","","","","","","","","","","","","","","","","",""
"2018-03-07","1857","","","","","","","","","","","","","","","","",""
"2018-03-08","1844","","","","","","","","","","","","","","","","",""
"2018-03-09","1832","","","","","","","","","23.43","57.96","26.15","107.55","","260.7","","",""
"2018-03-10","","","","","","","","","","","","","","8249","","","",""
"2018-03-12","1782","","","","","","","","","","","","","","","","",""
"2018-03-13","1787","","","","","","","","","","","","","","","","",""
"2018-03-14","1785","","","","","","","","","","","","","","","","",""
"2018-03-15","1777","","","","","","","","","","","","","8387","","","",""
"2018-03-16","1823","","","","","","","","","23.43","60.37","24.72","108.52","","262.8","","",""
"2018-03-19","1782","","","","","","","","","","","","","","","","",""
"2018-03-20","1766","","","","","","","","","","","","","8520","","","",""
"2018-03-21","1763","","","","","","","","","","","","","","","","",""
"2018-03-22","1750","","","","","","","","","","","","","","","","",""
"2018-03-23","1753","","","","","","","","","22.38","61.13","24.17","107.69","","243.3","","",""
"2018-03-25","","","","","","","","","","","","","","8684","","","",""
"2018-03-26","1760","","","","","","","","","","","","","","","","",""
"2018-03-27","1747","","","","","","","","","","","","","","","","",""
"2018-03-28","1749","","","","","","","","","","","","","","","","",""
"2018-03-29","1745","","","","","","","","","","","","","","","","",""
"2018-03-30","1744","","","","","","","","","22.21","61.7","24.85","108.76","","257.4","","",""
"2018-03-31","","215.89","0.05","241","4","33.01","100.71","79.55","167","","","","","8916","","","58.25","54.04"
"2018-04-02","1750","","","","","","","","","","","","","","","","",""
"2018-04-03","1749","","","","","","","","","","","","","","","","",""
"2018-04-04","1761","","","","","","","","","","","","","","","","",""
"2018-04-05","","","","","","","","","","","","","","9101","","","",""
"2018-04-06","","","","","","","","","","22.21","61.46","24.78","108.45","","254","","",""
"2018-04-09","1758","","","","","","","","","","","","","","","","",""
"2018-04-10","1749","","","","","","","","","","","","","9251","","","",""
"2018-04-11","1749","","","","","","","","","","","","","","","","",""
"2018-04-12","1737","","","","","","","","","","","","","","","","",""
"2018-04-13","1743","","","","","","","","","22.21","61.07","24.4","107.68","","256.2","","",""
"2018-04-15","","","","","","","","","","","","","","9370","","","",""
"2018-04-16","1739","","","","","","","","","","","","","","","","",""
"2018-04-17","1736","","","","","","","","","","","","","","","","",""
"2018-04-18","1738","","","","","","","","","","","","","","","","",""
"2018-04-19","1737","","","","","","","","","","","","","","","","",""
"2018-04-20","1742","","","","","","","","","22.08","59.46","24.73","106.27","9496","271.7","","",""
"2018-04-23","1741","","","","","","","","","","","","","","","","",""
"2018-04-24","1738","","","","","","","","","","","","","","","","",""
"2018-04-25","1737","","","","","","","","","","","","","9682","","","",""
"2018-04-26","1727","","","","","","","","","","","","","","","","",""
"2018-04-27","1731","","","","","","","","","22.71","58.85","23.92","105.48","","297.3","","",""
"2018-04-30","","215.89","0.05","241","4","33.01","100.71","79.55","167","","","","","9831","","","58.25","55.44"
"2018-05-02","1736","","","","","","","","","","","","","","","","",""
"2018-05-03","1737","","","","","","","","","","","","","","","","",""
"2018-05-04","1731","","","","","","","","","22.23","58.77","24.72","105.72","","331.4","","",""
"2018-05-07","1742","","","","","","","","","","","","","","","","",""
"2018-05-08","1744","","","","","","","","","","","","","","","","",""
"2018-05-09","1747","","","","","","","","","","","","","","","","",""
"2018-05-10","1752","","","","","","","","","","","","","","","","",""
"2018-05-11","1754","","","","","","","","","22.23","57.62","24.91","104.76","","341.9","","",""
"2018-05-14","1763","","","","","","","","","","","","","","","","",""
"2018-05-15","1767","","","","","","","","","","","","","","","","",""
"2018-05-16","1770","","","","","","","","","","","","","","","","",""
"2018-05-17","1768","","","","","","","","","","","","","","","","",""
"2018-05-18","1772","","","","","","","","","22.23","56.92","26.67","105.82","","347.6","","",""
"2018-05-21","1780","","","","","","","","","","","","","","","","",""
"2018-05-22","1769","","","","","","","","","","","","","","","","",""
"2018-05-23","1764","","","","","","","","","","","","","","","","",""
"2018-05-24","1785","","","","","","","","","","","","","","","","",""
"2018-05-25","1779","","","","","","","","","22.23","58.16","24.97","105.36","","353.9","","",""
"2018-05-28","1784","","","","","","","","","","","","","","","","",""
"2018-05-29","1788","","","","","","","","","","","","","","","","",""
"2018-05-30","1780","","","","","","","","","","","","","","","","",""
"2018-05-31","1777","225","0.05","249","5","24.3","79.55","60.5","172","","","","","","","","55.44","42.73"
"2018-06-01","1768","","","","","","","","","22.23","62.23","23.76","108.22","","372.8","","",""
"2018-06-04","1768","","","","","","","","","","","","","","","","",""
"2018-06-05","1762","","","","","","","","","","","","","","","","",""
"2018-06-06","1763","","","","","","","","","","","","","","","","",""
"2018-06-07","1807","","","","","","","","","","","","","","","","",""
"2018-06-08","1755","","","","","","","","","17.54","58.65","25.83","102.02","","386.8","","",""
"2018-06-11","1753","","","","","","","","","","","","","","","","",""
"2018-06-12","1753","","","","","","","","","","","","","","","","",""
"2018-06-13","1756","","","","","","","","","","","","","","","","",""
"2018-06-14","1763","","","","","","","","","","","","","","","","",""
"2018-06-15","1760","","","","","","","","","17.24","58.45","23.77","99.45","","398.3","","",""
"2018-06-19","1763","","","","","","","","","","","","","","","","",""
"2018-06-20","1770","","","","","","","","","","","","","","","","",""
"2018-06-21","1767","","","","","","","","","","","","","","","","",""
"2018-06-22","1767","","","","","","","","","17.67","60.02","24.23","101.91","","381.9","","",""
"2018-06-25","1776","","","","","","","","","","","","","","","","",""
"2018-06-26","1780","","","","","","","","","","","","","","","","",""
"2018-06-27","1786","","","","","","","","","","","","","","","","",""
"2018-06-28","1781","","","","","","","","","","","","","","","","",""
"2018-06-29","1787","","","","","","","","","17.67","62.22","23.4","103.29","","388.2","","",""
"2018-06-30","","225","0.05","249","5","24.3","79.55","60.5","172","","","","","","","","53.4","40.07"
"2018-07-02","1785","","","","","","","","","","","","","","","","",""
"2018-07-03","1786","","","","","","","","","","","","","","","","",""
"2018-07-04","1785","","","","","","","","","","","","","","","","",""
"2018-07-05","1815","","","","","","","","","","","","","","","","",""
"2018-07-06","1779","","","","","","","","","14.99","61.4","23.63","100.02","","378","","",""
"2018-07-09","1782","","","","","","","","","","","","","","","","",""
"2018-07-10","1776","","","","","","","","","","","","","","","","",""
"2018-07-11","1845","","","","","","","","","","","","","","","","",""
"2018-07-12","1768","","","","","","","","","","","","","","","","",""
"2018-07-13","1769","","","","","","","","","15.07","61.57","20.2","96.83","","374.4","","",""
"2018-07-16","1863","","","","","","","","","","","","","","","","",""
"2018-07-17","1862","","","","","","","","","","","","","","","","",""
"2018-07-18","1862","","","","","","","","","","","","","","","","",""
"2018-07-19","1861","","","","","","","","","","","","","","","","",""
"2018-07-20","1858","","","","","","","","","15.07","62.46","21.97","99.49","","376.1","","",""
"2018-07-23","1835","","","","","","","","","","","","","","","","",""
"2018-07-24","1840","","","","","","","","","","","","","","","","",""
"2018-07-25","1835","","","","","","","","","","","","","","","","",""
"2018-07-26","1837","","","","","","","","","","","","","","","","",""
"2018-07-27","1830","","","","","","","","","10.47","61.94","18.08","90.49","","368.6","","",""
"2018-07-30","1844","","","","","","","","","","","","","","","","",""
"2018-07-31","1854","225","0.05","251","5","23.31","79.55","58.5","174","","","","","","","","51.5","39.43"
"2018-08-01","1855","","","","","","","","","","","","","","","","",""
"2018-08-02","1851","","","","","","","","","","","","","","","","",""
"2018-08-03","1845","","","","","","","","","9.92","58.98","17.03","85.93","","376.3","","",""
"2018-08-06","1872","","","","","","","","","","","","","","","","",""
"2018-08-07","1869","","","","","","","","","","","","","","","","",""
"2018-08-08","1888","","","","","","","","","","","","","","","","",""
"2018-08-09","1874","","","","","","","","","","","","","","","","",""
"2018-08-10","1874","","","","","","","","","9.92","57.76","16.6","84.28","","383.7","","",""
"2018-08-13","1893","","","","","","","","","","","","","","","","",""
"2018-08-14","1892","","","","","","","","","","","","","","","","",""
"2018-08-15","1892","","","","","","","","","","","","","","","","",""
"2018-08-16","1883","","","","","","","","","","","","","","","","",""
"2018-08-17","1865","","","","","","","","","10.9","61.59","16.39","88.88","","377.3","","",""
"2018-08-20","1873","","","","","","","","","","","","","","","","",""
"2018-08-21","1869","","","","","","","","","","","","","","","","",""
"2018-08-22","1884","","","","","","","","","","","","","","","","",""
"2018-08-23","1878","","","","","","","","","","","","","","","","",""
"2018-08-24","1876","","","","","","","","","11.32","61.97","17.71","91","","370.7","","",""
"2018-08-27","1882","","","","","","","","","","","","","","","","",""
"2018-08-28","1887","","","","","","","","","","","","","","","","",""
"2018-08-29","1877","","","","","","","","","","","","","","","","",""
"2018-08-30","1884","","","","","","","","","","","","","","","","",""
"2018-08-31","1904","225","0.05","251","5","23.31","79.55","58.5","174","11.85","61.47","18.4","91.71","","365.1","","51.5","42.77"
"2018-09-03","1924","","","","","","","","","","","","","","","","",""
"2018-09-04","1915","","","","","","","","","","","","","","","","",""
"2018-09-05","1916","","","","","","","","","","","","","","","","",""
"2018-09-06","1914","","","","","","","","","","","","","","","","",""
"2018-09-07","1914","","","","","","","","","11.75","62.3","25.79","99.83","","353.2","","",""
"2018-09-10","1924","","","","","","","","","","","","","","","","",""
"2018-09-11","1918","","","","","","","","","","","","","","","","",""
"2018-09-12","1904","","","","","","","","","","","","","","","","",""
"2018-09-13","1882","","","","","","","","","","","","","","","","",""
"2018-09-14","1880","","","","","","","","","11.22","60.31","28.16","99.7","","337","","",""
"2018-09-17","1884","","","","","","","","","","","","","","","","",""
"2018-09-18","1885","","","","","","","","","","","","","","","","",""
"2018-09-19","1888","","","","","","","","","","","","","","","","",""
"2018-09-20","1893","","","","","","","","","","","","","","","","",""
"2018-09-21","1882","","","","","","","","","16.46","63.49","29.77","109.73","","329.2","","",""
"2018-09-25","1861","","","","","","","","","","","","","","","","",""
"2018-09-26","1858","","","","","","","","","","","","","","","","",""
"2018-09-27","1853","","","","","","","","","","","","","","","","",""
"2018-09-28","1847","","","","","","","","","16.28","65.56","30.49","112.33","","322","","",""
"2018-09-30","","225","0.05","251","5","23.31","79.55","58.5","174","","","","","","","","50.86","45.06"
"2018-10-05","","","","","","","","","","16.52","66.72","30.56","113.8","","311.1","","",""
"2018-10-08","1864","","","","","","","","","","","","","","","","",""
"2018-10-09","1864","","","","","","","","","","","","","","","","",""
"2018-10-10","1846","","","","","","","","","","","","","","","","",""
"2018-10-11","1867","","","","","","","","","","","","","","","","",""
"2018-10-12","1863","","","","","","","","","16.52","67.29","30.56","114.37","","322","","",""
"2018-10-15","1854","","","","","","","","","","","","","","","","",""
"2018-10-16","1855","","","","","","","","","","","","","","","","",""
"2018-10-17","1858","","","","","","","","","","","","","","","","",""
"2018-10-18","1868","","","","","","","","","","","","","","","","",""
"2018-10-19","1876","","","","","","","","","18.94","67.14","31.25","117.32","","319.3","","",""
"2018-10-22","1888","","","","","","","","","","","","","","","","",""
"2018-10-23","1883","","","","","","","","","","","","","","","","",""
"2018-10-24","1886","","","","","","","","","","","","","","","","",""
"2018-10-25","1891","","","","","","","","","","","","","","","","",""
"2018-10-26","1891","","","","","","","","","19.05","69.22","33.25","121.52","","326.13","","",""
"2018-10-29","1897","","","","","","","","","","","","","","","","",""
"2018-10-30","1910","","","","","","","","","","","","","","","","",""
"2018-10-31","1891","225","0.05","251","5","23.31","79.55","58.5","174","","","","","1000","","","54.37","46.06"
"2018-11-01","1890","","","","","","","","","","","","","","","","",""
"2018-11-02","1880","","","","","","","","","19.13","67.57","30.94","117.64","","317.8","","",""
"2018-11-05","1888","","","","","","","","","","","","","1279","","","",""
"2018-11-06","1889","","","","","","","","","","","","","","","","",""
"2018-11-07","1893","","","","","","","","","","","","","","","","",""
"2018-11-08","1895","","","","","","","","","","","","","","","","",""
"2018-11-09","1916","","","","","","","","","19.13","66.84","30.94","116.91","","304.7","","",""
"2018-11-10","","","","","","","","","","","","","","1480","","","",""
"2018-11-12","1921","","","","","","","","","","","","","","","","",""
"2018-11-13","1911","","","","","","","","","","","","","","","","",""
"2018-11-14","1897","","","","","","","","","","","","","","","","",""
"2018-11-15","1880","","","","","","","","","","","","","1673","","","",""
"2018-11-16","1887","","","","","","","","","19.37","68.43","30.76","118.56","","324.3","","",""
"2018-11-19","1898","","","","","","","","","","","","","","","","",""
"2018-11-20","1964","","","","","","","","","","","","","1878","","","",""
"2018-11-21","1966","","","","","","","","","","","","","","","","",""
"2018-11-22","1949","","","","","","","","","","","","","","","","",""
"2018-11-23","1952","","","","","","","","","18.36","67.06","30.79","116.21","","323.07","","",""
"2018-11-25","","","","","","","","","","","","","","2085","","","",""
"2018-11-26","1955","","","","","","","","","","","","","","","","",""
"2018-11-27","1965","","","","","","","","","","","","","","","","",""
"2018-11-28","1972","","","","","","","","","","","","","","","","",""
"2018-11-29","1958","","","","","","","","","","","","","","","","",""
"2018-11-30","1953","256","0.05","276","5","75.18","222.54","207.49","194","18.56","64.31","30.04","112.91","2495","323.54","","54.37","44.1"
"2018-12-03","1912","","","","","","","","","","","","","","","","",""
"2018-12-04","1879","","","","","","","","","","","","","","","","",""
"2018-12-05","1884","","","","","","","","","","","","","2791","","","",""
"2018-12-06","1888","","","","","","","","","","","","","","","","",""
"2018-12-07","1861","","","","","","","","","19.32","65.67","29.47","114.46","","320.2","","",""
"2018-12-10","1865","","","","","","","","","","","","","3103","","","",""
"2018-12-11","1871","","","","","","","","","","","","","","","","",""
"2018-12-12","1870","","","","","","","","","","","","","","","","",""
"2018-12-13","1874","","","","","","","","","","","","","","","","",""
"2018-12-14","1872","","","","","","","","","16.44","68.14","30.31","114.88","","328.5","","",""
"2018-12-15","","","","","","","","","","","","","","3377","","","",""
"2018-12-17","1861","","","","","","","","","","","","","","","","",""
"2018-12-18","1850","","","","","","","","","","","","","","","","",""
"2018-12-19","1871","","","","","","","","","","","","","","","","",""
"2018-12-20","1870","","","","","","","","","","","","","3658","","","",""
"2018-12-21","1863","","","","","","","","","18.29","66.65","30.46","115.4","","333.5","","",""
"2018-12-24","1831","","","","","","","","","","","","","","","","",""
"2018-12-25","1847","","","","","","","","","","","","","3944","","","",""
"2018-12-26","1855","","","","","","","","","","","","","","","","",""
"2018-12-27","1851","","","","","","","","","","","","","","","","",""
"2018-12-28","1869","","","","","","","","","21.48","68.61","30.1","120.19","","332.8","","",""
"2018-12-31","","256","0.05","276","5","75.18","222.54","207.49","194","","","","","4322","","","54.37","45.25"
"2019-01-02","1861","","","","","","","","","","","","","","","","",""
"2019-01-03","1870","","","","","","","","","","","","","","","","",""
"2019-01-04","1863","","","","","","","","","21.48","68.53","29.96","119.96","","337.7","588","",""
"2019-01-05","","","","","","","","","","","","","","4542","","","",""
"2019-01-07","1853","","","","","","","","","","","","","","","","",""
"2019-01-08","1838","","","","","","","","","","","","","","","","",""
"2019-01-09","1843","","","","","","","","","","","","","","","","",""
"2019-01-10","1835","","","","","","","","","","","","","4841","","","",""
"2019-01-11","1826","","","","","","","","","21.48","66.92","29.57","117.97","","345.6","602","",""
"2019-01-14","1811","","","","","","","","","","","","","","","","",""
"2019-01-15","1810","","","","","","","","","","","","","5206","","","",""
"2019-01-16","1826","","","","","","","","","","","","","","","","",""
"2019-01-17","1820","","","","","","","","","","","","","","","","",""
"2019-01-18","1824","","","","","","","","","20.78","67.03","27.19","115","","327.4","605.3","",""
"2019-01-20","","","","","","","","","","","","","","5565","","","",""
"2019-01-21","1833","","","","","","","","","","","","","","","","",""
"2019-01-22","1842","","","","","","","","","","","","","","","","",""
"2019-01-23","1839","","","","","","","","","","","","","","","","",""
"2019-01-24","1836","","","","","","","","","","","","","","","","",""
"2019-01-25","1863","","","","","","","","","20.78","67.46","26.9","115.14","5904","326.5","655.3","",""
"2019-01-28","1854","","","","","","","","","","","","","","","","",""
"2019-01-29","1857","","","","","","","","","","","","","","","","",""
"2019-01-30","1865","","","","","","","","","","","","","","","","",""
"2019-01-31","1863","","","","","","","","","","","","","6221","","","",""
"2019-02-01","1873","","","","","","","","","20.78","63.59","24.17","108.54","","327.2","650.8","",""
"2019-02-08","","","","","","","","","","20.78","53.04","21.38","95.2","","336.5","","",""
"2019-02-10","","","","","","","","","","","","","","6249","","","",""
"2019-02-11","1865","","","","","","","","","","","","","","","","",""
"2019-02-12","1861","","","","","","","","","","","","","","","","",""
"2019-02-13","1849","","","","","","","","","","","","","","","","",""
"2019-02-14","1832","","","","","","","","","","","","","","","","",""
"2019-02-15","1836","","","","","","","","","20.72","59.5","21.56","101.78","6416","343.7","577.9","",""
"2019-02-18","1816","","","","","","","","","","","","","","","","",""
"2019-02-19","1823","","","","","","","","","","","","","","","","",""
"2019-02-20","1806","","","","","","","","","","","","","6635","","","",""
"2019-02-21","1809","","","","","","","","","","","","","","","","",""
"2019-02-22","1811","","","","","","","","","20.98","64.38","23.36","108.72","","360.8","584.7","",""
"2019-02-25","1784","","","","","","","","","","","","","6980","","","",""
"2019-02-26","1791","","","","","","","","","","","","","","","","",""
"2019-02-27","1795","","","","","","","","","","","","","","","","",""
"2019-02-28","1821","257.33","0.05","277","5","75.02","222.53","207.81","195","","","","","7283","","","54.37","44.08"
"2019-03-01","1820","","","","","","","","","21.62","66.23","25.83","113.68","","396.1","630.3","",""
"2019-03-04","1814","","","","","","","","","","","","","","","","",""
"2019-03-05","1824","","","","","","","","","","","","","7704","","","",""
"2019-03-06","1819","","","","","","","","","","","","","","","","",""
"2019-03-07","1831","","","","","","","","","","","","","","","","",""
"2019-03-08","1828","","","","","","","","","21.41","66.33","26.56","114.3","","432.1","615.6","",""
"2019-03-10","","","","","","","","","","","","","","8013","","","",""
