date,close,热轧板卷：钢铁企业：产能利用率：中国（周）,热轧板卷：钢铁企业：产能：中国（周）,热轧板卷：钢铁企业：开工率：中国（周）,热轧板卷：钢铁企业：产线条数：中国（周）,热轧板卷：钢铁企业：内部供料量：中国（周）,热轧板卷：钢铁企业：年产能：中国（周）,热轧板卷：钢铁企业：实际产量：中国（周）,热轧板卷：钢铁企业：实际开工条数：中国（周）,热轧商品卷：钢铁企业：产量：中国（周）,热轧板卷：成交量：中国（日）,热轧板卷：消费量：中国（周）,热轧板卷：社会库存：中国（旬）,热轧板卷：库存：中国（周）,热轧板卷：钢铁企业：厂内库存：中国（周）,热轧板卷：55个城市：社会库存：中国（周）
"2017-07-26","3644","","","","","","","","","","50368","","","","",""
"2017-07-27","3666","","","","","","","","","","45651","","","","",""
"2017-07-28","3660","83.82","391.42","95.31","64","98","20410","328.11","61","230.11","51129","330.18","","309.01","88.94",""
"2017-07-31","3802","","","","","","","","","","59749","","","","",""
"2017-08-01","3766","","","","","","","","","","44941","","","","",""
"2017-08-02","3797","","","","","","","","","","46037","","","","",""
"2017-08-03","3809","","","","","","","","","","50320","","","","",""
"2017-08-04","3897","85.15","391.42","95.31","64","100.32","20410","333.3","61","232.98","56914","341.08","","301.23","83.47",""
"2017-08-07","4030","","","","","","","","","","51161","","","","",""
"2017-08-08","4010","","","","","","","","","","37165","","","","",""
"2017-08-09","4098","","","","","","","","","","48445","","","","",""
"2017-08-10","4073","","","","","","","","","","53489","","","","",""
"2017-08-11","3937","85.7","391.42","96.88","64","100.7","20410","335.44","62","234.74","40763","342.35","","294.32","84.11",""
"2017-08-14","3876","","","","","","","","","","34412","","","","",""
"2017-08-15","3840","","","","","","","","","","37511","","","","",""
"2017-08-16","3829","","","","","","","","","","44572","","","","",""
"2017-08-17","3942","","","","","","","","","","54246","","","","",""
"2017-08-18","4021","85.2","391.42","96.88","64","100.18","20410","333.5","62","233.32","52387","331.04","","296.78","87.74",""
"2017-08-21","4068","","","","","","","","","","54880","","","","",""
"2017-08-22","4047","","","","","","","","","","42547","","","","",""
"2017-08-23","3865","","","","","","","","","","38456","","","","",""
"2017-08-24","3962","","","","","","","","","","51952","","","","",""
"2017-08-25","4050","85.14","391.42","93.75","64","99.48","20410","333.25","60","233.77","44361","340.5","","289.53","83.57",""
"2017-08-28","4081","","","","","","","","","","51410","","","","",""
"2017-08-29","4054","","","","","","","","","","41640","","","","",""
"2017-08-30","4068","","","","","","","","","","43655","","","","",""
"2017-08-31","4072","","","","","","","","","","46493","","","","",""
"2017-09-01","4251","82.73","391.42","92.19","64","96.23","20410","323.84","59","227.61","54675","321.28","","292.09","84.33",""
"2017-09-04","4284","","","","","","","","","","41014","","","","",""
"2017-09-05","4338","","","","","","","","","","40465","","","","",""
"2017-09-06","4222","","","","","","","","","","42776","","","","",""
"2017-09-07","4217","","","","","","","","","","39158","","","","",""
"2017-09-08","4151","82.94","391.42","95.31","64","100.15","20410","324.64","61","224.49","41915","326.52","","290.21","82.76",""
"2017-09-11","4161","","","","","","","","","","51999","","","","",""
"2017-09-12","4177","","","","","","","","","","49967","","","","",""
"2017-09-13","4119","","","","","","","","","","47866","","","","",""
"2017-09-14","4078","","","","","","","","","","43681","","","","",""
"2017-09-15","4065","83.78","391.42","96.88","64","99.48","20410","327.92","62","228.44","41393","330.19","","287.94","82.5",""
"2017-09-18","4046","","","","","","","","","","44845","","","","",""
"2017-09-19","3982","","","","","","","","","","42418","","","","",""
"2017-09-20","3993","","","","","","","","","","45016","","","","",""
"2017-09-21","3890","","","","","","","","","","39297","","","","",""
"2017-09-22","3765","82.43","391.42","92.19","64","99.85","20410","322.67","59","222.82","34848","321.49","","289.12","83.62",""
"2017-09-25","3820","","","","","","","","","","51986","","","","",""
"2017-09-26","3846","","","","","","","","","","62662","","","","",""
"2017-09-27","3919","","","","","","","","","","55720","","","","",""
"2017-09-28","3880","","","","","","","","","","55035","","","","",""
"2017-09-29","3978","83.08","391.42","93.75","64","100.8","20410","325.2","60","224.4","49122","335.1","","279.22","85.96",""
"2017-09-30","","","","","","","","","","","35260","","","","",""
"2017-10-06","","81.99","391.42","93.75","64","95.7","20410","320.91","60","225.21","","285.68","","314.45","99.19",""
"2017-10-09","4007","","","","","","","","","","60015","","","","",""
"2017-10-10","3850","","","","","","","","","","41044","","","","",""
"2017-10-11","3814","","","","","","","","","","52661","","","","",""
"2017-10-12","4002","","","","","","","","","","62457","","","","",""
"2017-10-13","4128","81.94","391.42","93.75","64","92.99","20410","320.75","60","227.76","59267","325.6","","309.6","96.57",""
"2017-10-16","4170","","","","","","","","","","43525","","","","",""
"2017-10-17","4049","","","","","","","","","","43003","","","","",""
"2017-10-18","4035","","","","","","","","","","44043","","","","",""
"2017-10-19","3916","","","","","","","","","","42403","","","","",""
"2017-10-20","4113","79.73","391.42","92.19","64","88.56","20410","312.09","59","223.53","55619","322.33","","299.36","94.04",""
"2017-10-23","4040","","","","","","","","","","44626","","","","",""
"2017-10-24","4078","","","","","","","","","","51336","","","","",""
"2017-10-25","4053","","","","","","","","","","47584","","","","",""
"2017-10-26","3946","","","","","","","","","","45067","","","","",""
"2017-10-27","3834","81.37","391.42","95.31","64","89.5","20410","318.51","61","229.01","42026","318.45","","299.42","93.16",""
"2017-10-30","3836","","","","","","","","","","51708","","","","",""
"2017-10-31","3886","","","","","","","","","","58242","","","","",""
"2017-11-01","3785","","","","","","","","","","48188","","","","",""
"2017-11-02","3831","","","","","","","","","","51510","","","","",""
"2017-11-03","3823","79.69","391.42","95.31","64","91.29","20410","311.92","61","220.63","51996","317.26","","294.08","86.84",""
"2017-11-06","3970","","","","","","","","","","62132","","","","",""
"2017-11-07","3924","","","","","","","","","","52783","","","","",""
"2017-11-08","3930","","","","","","","","","","52244","","","","",""
"2017-11-09","3942","","","","","","","","","","52736","","","","",""
"2017-11-10","4011","82.45","391.42","87.5","64","93.26","20410","322.74","56","229.48","55977","324.4","","292.42","87.78",""
"2017-11-13","4059","","","","","","","","","","56288","","","","",""
"2017-11-14","4079","","","","","","","","","","56768","","","","",""
"2017-11-15","4036","","","","","","","","","","46006","","","","",""
"2017-11-16","4019","","","","","","","","","","51665","","","","",""
"2017-11-17","3934","79.02","391.42","89.06","64","92.67","20410","309.29","57","216.62","46669","317.39","","284.32","82.52",""
"2017-11-20","3990","","","","","","","","","","56120","","","","",""
"2017-11-21","3863","","","","","","","","","","58451","","","","",""
"2017-11-22","3899","","","","","","","","","","54407","","","","",""
"2017-11-23","3857","","","","","","","","","","45374","","","","",""
"2017-11-24","3862","78.02","391.42","90.63","64","86.15","20410","305.39","58","219.24","51255","313.18","","276.53","82.11",""
"2017-11-27","3840","","","","","","","","","","56705","","","","",""
"2017-11-28","3917","","","","","","","","","","56151","","","","",""
"2017-11-29","3973","","","","","","","","","","55416","","","","",""
"2017-11-30","3968","","","","","","","","","","55346","","","","",""
"2017-12-01","3989","80.93","391.42","90.63","64","88.91","20410","316.79","58","227.88","48035","324.1","","269.22","84.48",""
"2017-12-04","4074","","","","","","","","","","57043","","","","",""
"2017-12-05","4050","","","","","","","","","","50801","","","","",""
"2017-12-06","3932","","","","","","","","","","41661","","","","",""
"2017-12-07","3832","","","","","","","","","","39242","","","","",""
"2017-12-08","3923","78.89","391.42","90.63","64","102.59","20410","308.8","58","206.21","54169","312.78","","265.24","83.5",""
"2017-12-11","3921","","","","","","","","","","49896","","","","",""
"2017-12-12","3914","","","","","","","","","","42545","","","","",""
"2017-12-13","3864","","","","","","","","","","42803","","","","",""
"2017-12-14","3863","","","","","","","","","","41582","","","","",""
"2017-12-15","3926","75.81","391.42","85.94","64","100.47","20410","296.73","55","196.26","43403","300.95","","261.02","80.91",""
"2017-12-18","3942","","","","","","","","","","48892","","","","",""
"2017-12-19","3828","","","","","","","","","","42650","","","","",""
"2017-12-20","3840","","","","","","","","","","41452","","","","",""
"2017-12-21","3881","","","","","","","","","","46576","","","","",""
"2017-12-22","3970","75.16","391.42","87.5","64","90.61","20410","294.21","56","203.6","44978","298.87","","256.36","79.63",""
"2017-12-25","3829","","","","","","","","","","38863","","","","",""
"2017-12-26","3870","","","","","","","","","","43272","","","","",""
"2017-12-27","3857","","","","","","","","","","46600","","","","",""
"2017-12-28","3848","","","","","","","","","","44071","","","","",""
"2017-12-29","3846","74.82","391.42","90.63","64","89.33","20410","292.88","58","203.55","39291","299.59","","249.65","78.81",""
"2018-01-02","3927","","","","","","","","","","50378","","","","",""
"2018-01-03","3864","","","","","","","","","","40041","","","","",""
"2018-01-04","3877","","","","","","","","","","37602","","","","",""
"2018-01-05","3842","77.92","391.42","92.19","64","93.77","20410","304.99","59","211.22","36720","300.53","","254.11","83.9",""
"2018-01-08","3864","","","","","","","","","","40014","","","","",""
"2018-01-09","3862","","","","","","","","","","44097","","","","",""
"2018-01-10","3880","","","","","","","","","","45860","","","","",""
"2018-01-11","3874","","","","","","","","","","40767","","","","",""
"2018-01-12","3831","78.31","391.42","92.19","64","92.5","20410","306.54","59","214.04","40955","296.7","","263.95","89.37",""
"2018-01-15","3837","","","","","","","","","","46697","","","","",""
"2018-01-16","3822","","","","","","","","","","47398","","","","",""
"2018-01-17","3843","","","","","","","","","","43203","","","","",""
"2018-01-18","3861","","","","","","","","","","49053","","","","",""
"2018-01-19","3923","82.51","391.42","96.88","64","107.21","20410","322.96","62","215.75","50910","316.4","","270.51","93.68",""
"2018-01-22","3898","","","","","","","","","","47614","","","","",""
"2018-01-23","3903","","","","","","","","","","39502","","","","",""
"2018-01-24","3939","","","","","","","","","","42060","","","","",""
"2018-01-25","3973","","","","","","","","","","42240","","","","",""
"2018-01-26","3962","81.75","391.42","93.75","64","106.29","20410","319.98","60","213.69","38484","320.32","","270.17","91.31",""
"2018-01-29","3964","","","","","","","","","","42186","","","","",""
"2018-01-30","3939","","","","","","","","","","33730","","","","",""
"2018-01-31","3934","","","","","","","","","","31783","","","","",""
"2018-02-01","3972","","","","","","","","","","40554","","","","",""
"2018-02-02","4033","79.5","391.42","92.19","64","104.54","20410","311.17","59","206.63","33191","303.37","","277.97","90.83",""
"2018-02-05","4028","","","","","","","","","","","","","","",""
"2018-02-06","4010","","","","","","","","","","","","","","",""
"2018-02-07","4012","","","","","","","","","","","","","","",""
"2018-02-08","4027","","","","","","","","","","","","","","",""
"2018-02-09","3958","79.32","391.42","92.19","64","98.74","20410","310.46","59","211.72","","303.62","","284.81","86.71",""
"2018-02-12","3973","","","","","","","","","","","","","","",""
"2018-02-13","3985","","","","","","","","","","","","","","",""
"2018-02-14","3984","","","","","","","","","","","","","","",""
"2018-02-16","","","","","","","","","","","","310.46","","284.81","",""
"2018-02-22","3927","","","","","","","","","","","","","","",""
"2018-02-23","3972","81.52","391.42","96.88","64","100.44","20410","319.08","62","218.64","22978","229.53","","374.36","136.11",""
"2018-02-24","","","","","","","","","","","27797","","","","",""
"2018-02-26","4080","","","","","","","","","","45419","","","","",""
"2018-02-27","4099","","","","","","","","","","40500","","","","",""
"2018-02-28","4087","","","","","","","","","","37717","","","","",""
"2018-03-01","4094","","","","","","","","","","42551","","","","",""
"2018-03-02","4120","81.6","391.42","96.88","64","101.13","20410","319.41","62","218.28","36418","310.81","","382.96","116.8",""
"2018-03-05","4047","","","","","","","","","","39574","","","","",""
"2018-03-06","4042","","","","","","","","","","45533","","","","",""
"2018-03-07","3946","","","","","","","","","","40739","","","","",""
"2018-03-08","3883","","","","","","","","","","33609","","","","",""
"2018-03-09","3803","79.6","391.42","93.75","64","100.01","20410","311.57","60","211.56","30882","303.92","","390.61","111.22",""
"2018-03-12","3821","","","","","","","","","","49015","","","","",""
"2018-03-13","3811","","","","","","","","","","43002","","","","",""
"2018-03-14","3856","","","","","","","","","","57523","","","","",""
"2018-03-15","3862","","","","","","","","","","50844","","","","",""
"2018-03-16","3877","78.98","391.42","93.75","64","97.87","20410","309.16","60","211.29","44667","316.14","","383.63","106.41",""
"2018-03-19","3815","","","","","","","","","","45153","","","","",""
"2018-03-20","3816","","","","","","","","","","45147","","","","",""
"2018-03-21","3735","","","","","","","","","","40991","","","","",""
"2018-03-22","3747","","","","","","","","","","47768","","","","",""
"2018-03-23","3536","76.22","391.42","89.06","64","95.45","20410","298.33","57","202.88","32504","308.43","","373.53","102.52",""
"2018-03-26","3513","","","","","","","","","","39460","","","","",""
"2018-03-27","3587","","","","","","","","","","66966","","","","",""
"2018-03-28","3579","","","","","","","","","","46859","","","","",""
"2018-03-29","3631","","","","","","","","","","49225","","","","",""
"2018-03-30","3726","76.41","391.42","90.63","64","96.11","20410","299.09","58","202.98","61654","299.87","","372.75","99.01",""
"2018-04-02","3712","","","","","","","","","","53766","","","","",""
"2018-04-03","3698","","","","","","","","","","50179","","","","",""
"2018-04-04","3713","","","","","","","","","","45590","","","","",""
"2018-04-06","","81.5","391.42","95.31","64","101.32","20410","319.03","61","217.71","","335.42","","356.36","97.02",""
"2018-04-08","","","","","","","","","","","43883","","","","",""
"2018-04-09","3782","","","","","","","","","","57718","","","","",""
"2018-04-10","3531","","","","","","","","","","61538","","","","",""
"2018-04-11","3479","","","","","","","","","","48509","","","","",""
"2018-04-12","3510","","","","","","","","","","47108","","","","",""
"2018-04-13","3549","82.6","391.42","96.88","64","104.83","20410","323.33","62","218.5","55517","336.19","","343.5","95.38",""
"2018-04-16","3459","","","","","","","","","","49432","","","","",""
"2018-04-17","3501","","","","","","","","","","55867","","","","",""
"2018-04-18","3577","","","","","","","","","","51600","","","","",""
"2018-04-19","3620","","","","","","","","","","51911","","","","",""
"2018-04-20","3587","82.48","391.42","95.31","64","104.8","20410","322.86","61","218.06","46626","326.11","","340.25","98.37",""
"2018-04-23","3680","","","","","","","","","","60678","","","","",""
"2018-04-24","3675","","","","","","","","","","48680","","","","",""
"2018-04-25","3677","","","","","","","","","","40950","","","","",""
"2018-04-26","3671","","","","","","","","","","44080","","","","",""
"2018-04-27","3698","83.33","391.42","96.88","64","103.85","20410","326.19","62","222.34","46429","332.1","","334.34","97.4",""
"2018-04-28","","","","","","","","","","","46170","","","","",""
"2018-05-02","3801","","","","","","","","","","55408","","","","",""
"2018-05-03","3737","","","","","","","","","","43246","","","","",""
"2018-05-04","3737","85.4","391.42","96.88","64","105.08","20410","334.27","62","229.19","42345","343.39","","325.22","96.71",""
"2018-05-07","3745","","","","","","","","","","49851","","","","",""
"2018-05-08","3734","","","","","","","","","","45279","","","","",""
"2018-05-09","3676","","","","","","","","","","40012","","","","",""
"2018-05-10","3716","","","","","","","","","","44116","","","","",""
"2018-05-11","3767","86.25","391.42","95.31","64","105.63","20410","337.62","61","231.99","48564","346.01","","316.83","95.81",""
"2018-05-14","3769","","","","","","","","","","48148","","","","",""
"2018-05-15","3796","","","","","","","","","","49741","","","","",""
"2018-05-16","3810","","","","","","","","","","49271","","","","",""
"2018-05-17","3847","","","","","","","","","","47267","","","","",""
"2018-05-18","3800","85.86","391.42","95.31","64","102.84","20410","336.08","61","233.24","42670","344.68","","308.23","93.95",""
"2018-05-21","3755","","","","","","","","","","44705","","","","",""
"2018-05-22","3762","","","","","","","","","","44667","","","","",""
"2018-05-23","3709","","","","","","","","","","41066","","","","",""
"2018-05-24","3773","","","","","","","","","","50892","","","","",""
"2018-05-25","3764","87.14","391.42","96.88","64","103.5","20410","341.08","62","237.58","47663","355.32","","293.99","93.18",""
"2018-05-28","3786","","","","","","","","","","46988","","","","",""
"2018-05-29","3851","","","","","","","","","","52229","","","","",""
"2018-05-30","3867","","","","","","","","","","46665","","","","",""
"2018-05-31","3901","","","","","","","","","","48013","","","","",""
"2018-06-01","3901","87.08","391.42","95.31","64","105.61","20410","340.86","61","235.25","47311","344.92","","289.93","94.05",""
"2018-06-04","3867","","","","","","","","","","46584","","","","",""
"2018-06-05","3909","","","","","","","","","","53764","","","","",""
"2018-06-06","3918","","","","","","","","","","49606","","","","",""
"2018-06-07","3943","","","","","","","","","","51248","","","","",""
"2018-06-08","3936","85.89","391.42","93.75","64","103.78","20410","336.19","60","232.41","44456","335.61","","290.51","95.87",""
"2018-06-11","3936","","","","","","","","","","49792","","","","",""
"2018-06-12","3976","","","","","","","","","","50865","","","","",""
"2018-06-13","3963","","","","","","","","","","49905","","","","",""
"2018-06-14","3979","","","","","","","","","","46395","","","","",""
"2018-06-15","3968","84.66","391.42","93.75","64","100.11","20410","331.39","60","231.28","44816","332.26","","289.64","94.19",""
"2018-06-19","3847","","","","","","","","","","36104","","","","",""
"2018-06-20","3909","","","","","","","","","","46885","","","","",""
"2018-06-21","3872","","","","","","","","","","42789","","","","",""
"2018-06-22","3870","83.44","391.42","93.75","64","98.52","20410","326.59","60","228.07","42352","316.59","","299.64","98.47",""
"2018-06-25","3849","","","","","","","","","","44251","","","","",""
"2018-06-26","3805","","","","","","","","","","38393","","","","",""
"2018-06-27","3831","","","","","","","","","","44834","","","","",""
"2018-06-28","3875","","","","","","","","","","45914","","","","",""
"2018-06-29","3926","86.04","391.42","95.31","64","98.21","20410","336.78","61","238.57","44476","331.27","","305.15","99.02",""
"2018-07-02","3861","","","","","","","","","","43192","","","","",""
"2018-07-03","3869","","","","","","","","","","39334","","","","",""
"2018-07-04","3890","","","","","","","","","","49159","","","","",""
"2018-07-05","3852","","","","","","","","","","42261","","","","",""
"2018-07-06","3851","86.98","391.42","96.88","64","100.51","20410","340.47","62","239.96","43556","336.99","","308.63","100.28",""
"2018-07-09","3898","","","","","","","","","","52194","","","","",""
"2018-07-10","3938","","","","","","","","","","53942","","","","",""
"2018-07-11","3952","","","","","","","","","","46390","","","","",""
"2018-07-12","4023","","","","","","","","","","50858","","","","",""
"2018-07-13","4025","87.84","391.42","95.31","64","100.6","20410","343.82","61","243.22","44591","342.46","","309.99","102.34",""
"2018-07-16","4056","","","","","","","","","","51630","","","","",""
"2018-07-17","4046","","","","","","","","","","41849","","","","",""
"2018-07-18","4035","","","","","","","","","","46573","","","","",""
"2018-07-19","4019","","","","","","","","","","48287","","","","",""
"2018-07-20","4061","87.35","391.42","95.31","64","100.39","20410","341.91","61","241.52","47662","333.31","","318.59","105.82",""
"2018-07-23","4080","","","","","","","","","","56636","","","","",""
"2018-07-24","4051","","","","","","","","","","47335","","","","",""
"2018-07-25","4101","","","","","","","","","","53951","","","","",""
"2018-07-26","4094","","","","","","","","","","47458","","","","",""
"2018-07-27","4199","83.69","391.42","92.19","64","100.71","20410","327.59","59","226.88","54728","338.73","","307.45","96.2",""
"2018-07-30","4172","","","","","","","","","","53549","","","","",""
"2018-07-31","4211","","","","","","","","","","49948","","","","",""
"2018-08-01","4179","","","","","","","","","","51630","","","","",""
"2018-08-02","4169","","","","","","","","","","43026","","","","",""
"2018-08-03","4221","83.5","391.42","93.75","64","98.33","20410","326.83","60","228.5","49203","324.87","","309.41","95.13",""
"2018-08-06","4238","","","","","","","","","","55196","","","","",""
"2018-08-07","4249","","","","","","","","","","53928","","","","",""
"2018-08-08","4209","","","","","","","","","","49702","","","","",""
"2018-08-09","4220","","","","","","","","","","46328","","","","",""
"2018-08-10","4171","79.81","391.42","92.19","64","97.19","20410","312.4","59","215.21","48524","308.9","","312.91","93.63",""
"2018-08-13","4273","","","","","","","","","","61671","","","","",""
"2018-08-14","4227","","","","","","","","","","51234","","","","",""
"2018-08-15","4238","","","","","","","","","","51886","","","","",""
"2018-08-16","4187","","","","","","","","","","51476","","","","",""
"2018-08-17","4261","81.48","391.42","92.19","64","95.02","20410","318.94","59","223.92","56733","314.86","","316.99","95.98",""
"2018-08-20","4324","","","","","","","","","","61069","","","","",""
"2018-08-21","4282","","","","","","","","","","52956","","","","",""
"2018-08-22","4263","","","","","","","","","","50828","","","","",""
"2018-08-23","4226","","","","","","","","","","41516","","","","",""
"2018-08-24","4304","81.64","391.42","92.19","64","95.5","20410","319.54","59","224.04","50177","321.73","","314.8","95.74",""
"2018-08-27","4197","","","","","","","","","","42429","","","","",""
"2018-08-28","4265","","","","","","","","","","50096","","","","",""
"2018-08-29","4184","","","","","","","","","","48127","","","","",""
"2018-08-30","4146","","","","","","","","","","42866","","","","",""
"2018-08-31","4064","82.15","391.42","90.63","64","97.07","20410","321.55","58","224.48","42145","328.97","","307.38","96.86",""
"2018-09-03","4108","","","","","","","","","","48517","","","","",""
"2018-09-04","4136","","","","","","","","","","51833","","","","",""
"2018-09-05","4094","","","","","","","","","","46872","","","","",""
"2018-09-06","4140","","","","","","","","","","51541","","","","",""
"2018-09-07","4114","83.7","391.42","93.75","64","99.42","20410","327.62","60","228.2","50343","329.43","","305.57","96.28",""
"2018-09-10","4164","","","","","","","","","","52581","","","","",""
"2018-09-11","3969","","","","","","","","","","39256","","","","",""
"2018-09-12","3980","","","","","","","","","","48312","","","","",""
"2018-09-13","4013","","","","","","","","","","53053","","","","",""
"2018-09-14","3992","85.57","391.42","93.75","64","98.45","20410","334.96","60","236.51","51931","335.26","","305.27","98.15",""
"2018-09-17","3969","","","","","","","","","","44429","","","","",""
"2018-09-18","4021","","","","","","","","","","51054","","","","",""
"2018-09-19","3982","","","","","","","","","","46540","","","","",""
"2018-09-20","3978","","","","","","","","","","47544","","","","",""
"2018-09-21","4013","85.3","391.42","93.75","64","94.86","20410","333.9","60","239.04","48273","335.57","","303.6","95.16",""
"2018-09-25","3952","","","","","","","","","","44394","","","","",""
"2018-09-26","3929","","","","","","","","","","50153","","","","",""
"2018-09-27","3886","","","","","","","","","","46228","","","","",""
"2018-09-28","3869","85.3","391.42","92.19","64","98.41","20410","333.88","59","235.47","46829","326.56","","310.92","96.78",""
"2018-09-29","","","","","","","","","","","53059","","","","",""
"2018-09-30","","","","","","","","","","","44330","","","","",""
"2018-10-05","","86.07","391.42","95.31","64","99.17","20410","336.9","61","237.73","","307.55","","340.27","105.06",""
"2018-10-08","3891","","","","","","","","","","64355","","","","",""
"2018-10-09","3947","","","","","","","","","","65637","","","","",""
"2018-10-10","3939","","","","","","","","","","54793","","","","",""
"2018-10-11","3909","","","","","","","","","","49711","","","","",""
"2018-10-12","3931","87.47","391.42","95.31","64","100.4","20410","342.36","61","241.96","56591","342.78","","339.85","100.34",""
"2018-10-15","3968","","","","","","","","","","61474","","","","",""
"2018-10-16","3947","","","","","","","","","","48435","","","","",""
"2018-10-17","3975","","","","","","","","","","54651","","","","",""
"2018-10-18","3854","","","","","","","","","","46455","","","","",""
"2018-10-19","3860","85.21","391.42","89.06","64","99.53","20410","333.52","57","233.99","49783","337.13","","336.24","94.57",""
"2018-10-22","3901","","","","","","","","","","58175","","","","",""
"2018-10-23","3873","","","","","","","","","","51883","","","","",""
"2018-10-24","3923","","","","","","","","","","52772","","","","",""
"2018-10-25","3948","","","","","","","","","","48826","","","","",""
"2018-10-26","3927","79.37","391.42","84.38","64","95.36","20410","310.67","54","215.31","49168","318.58","","328.33","85.37",""
"2018-10-29","3835","","","","","","","","","","47499","","","","",""
"2018-10-30","3844","","","","","","","","","","50395","","","","",""
"2018-10-31","3802","","","","","","","","","","46893","","","","",""
"2018-11-01","3667","","","","","","","","","","40595","","","","",""
"2018-11-02","3744","83.65","391.42","93.75","64","95.18","20410","327.44","60","232.9","45834","330.52","","325.25","84.28",""
"2018-11-05","3773","","","","","","","","","","56043","","","","",""
"2018-11-06","3719","","","","","","","","","","45448","","","","",""
"2018-11-07","3713","","","","","","","","","","42718","","","","",""
"2018-11-08","3720","","","","","","","","","","42305","","","","",""
"2018-11-09","3635","85.53","391.42","92.19","64","105.14","20410","334.77","59","229.63","43002","351.75","","308.27","83.92",""
"2018-11-12","3605","","","","","","","","","","41817","","","","",""
"2018-11-13","3611","","","","","","","","","","49351","","","","",""
"2018-11-14","3617","","","","","","","","","","45388","","","","",""
"2018-11-15","3622","","","","","","","","","","46034","","","","",""
"2018-11-16","3624","86.6","391.42","93.75","64","105.71","20410","338.97","60","232.86","42567","346.1","","301.14","87.21",""
"2018-11-19","3615","","","","","","","","","","41797","","","","",""
"2018-11-20","3571","","","","","","","","","","37009","","","","",""
"2018-11-21","3616","","","","","","","","","","41006","","","","",""
"2018-11-22","3591","","","","","","","","","","43601","","","","",""
"2018-11-23","3477","86.02","391.42","93.75","64","104.4","20410","336.7","60","232.3","34172","330.43","","307.41","97.55",""
"2018-11-26","3392","","","","","","","","","","33602","","","","",""
"2018-11-27","3389","","","","","","","","","","34661","","","","",""
"2018-11-28","3450","","","","","","","","","","50926","","","","",""
"2018-11-29","3445","","","","","","","","","","43910","","","","",""
"2018-11-30","3458","85.08","391.42","92.19","64","104.6","20410","333.02","59","228.5","41401","338.67","","301.76","94.96",""
"2018-12-03","3235","","","","","","","","","","55401","","","","",""
"2018-12-04","3276","","","","","","","","","","46007","","","","",""
"2018-12-05","3373","","","","","","","","","","52650","","","","",""
"2018-12-06","3309","","","","","","","","","","41298","","","","",""
"2018-12-07","3345","81.93","391.42","92.19","64","100.28","20410","320.71","59","220.43","42008","333.08","","289.39","91.07",""
"2018-12-10","3281","","","","","","","","","","40690","","","","",""
"2018-12-11","3309","","","","","","","","","","41619","","","","",""
"2018-12-12","3316","","","","","","","","","","42010","","","","",""
"2018-12-13","3470","","","","","","","","","","54873","","","","",""
"2018-12-14","3444","76.21","391.42","89.06","64","99.95","20410","298.29","57","198.34","44219","313.79","","273.89","83.37",""
"2018-12-17","3439","","","","","","","","","","46723","","","","",""
"2018-12-18","3433","","","","","","","","","","40917","","","","",""
"2018-12-19","3448","","","","","","","","","","42520","","","","",""
"2018-12-20","3459","","","","","","","","","","45594","","","","",""
"2018-12-21","3467","77.54","391.42","89.06","64","98.18","20410","303.52","57","205.34","48758","309.89","","267.52","84.66",""
"2018-12-24","3425","","","","","","","","","","45289","","","","",""
"2018-12-25","3375","","","","","","","","","","39245","","","","",""
"2018-12-26","3368","","","","","","","","","","40539","","","","",""
"2018-12-27","3335","","","","","","","","","","39632","","","","",""
"2018-12-28","3345","79.12","391.42","92.19","64","98.07","20410","309.71","59","211.64","39745","315.43","","261.8","86.55",""
"2018-12-29","","","","","","","","","","","32685","","","","",""
"2019-01-02","3294","","","","","","","","","","39598","","","","",""
"2019-01-03","3350","","","","","","","","","","49438","","","","",""
"2019-01-04","3363","80.9","391.42","92.19","64","96","20410","316.68","59","220.68","47179","306.22","","272.26","92.63",""
"2019-01-07","3411","","","","","","","","","","53816","","","","",""
"2019-01-08","3403","","","","","","","","","","45067","","","","",""
"2019-01-09","3421","","","","","","","","","","48784","","","","",""
"2019-01-10","3421","","","","","","","","","","42021","","","","",""
"2019-01-11","3438","82.6","391.42","93.75","64","96.89","20410","323.31","60","226.42","40518","316.63","","278.94","92.44",""
"2019-01-14","3459","","","","","","","","","","44254","","","","",""
"2019-01-15","3416","","","","","","","","","","38993","","","","",""
"2019-01-16","3435","","","","","","","","","","38591","","","","",""
"2019-01-17","3458","","","","","","","","","","40788","","","","",""
"2019-01-18","3518","82","391.42","90.63","64","97.13","20410","320.97","58","223.84","43777","319.97","","279.94","90.06",""
"2019-01-21","3515","","","","","","","","","","44399","","","","",""
"2019-01-22","3546","","","","","","","","","","43305","","","","",""
"2019-01-23","3559","","","","","","","","","","36355","","","","",""
"2019-01-24","3590","","","","","","","","","","35599","","","","",""
"2019-01-25","3608","82","391.42","92.19","64","95.84","20410","320.96","59","225.12","25746","324.35","","276.55","87.41",""
"2019-01-28","3588","","","","","","","","","","","","","","",""
"2019-01-29","3589","","","","","","","","","","","","","","",""
"2019-01-30","3582","","","","","","","","","","","","","","",""
"2019-01-31","3610","","","","","","","","","","","","","","",""
"2019-02-01","3648","83.65","391.42","93.75","64","96.97","20410","327.43","60","230.46","","319.72","","284.26","83.6",""
"2019-02-08","","84.19","391.42","90.63","64","97.43","20410","329.53","58","232.1","","274.26","","339.53","101.93",""
"2019-02-11","3709","","","","","","","","","","","","","","",""
