date,close,预焙阳极：产量：中国（月）,废铝：回收量合计：中国（月）,废铝：社会库存：中国（月）,铝土矿：进口：港口库存：中国（周）,铝土矿：进口：压港量：中国港口（周）,铝土矿：进口：港口发运量：全球主要国家（周）,铝土矿：进口：海漂库存：全球主要国家（周）,国际铝业协会：氧化铝：产量：中国（月）,国际铝业协会：氧化铝：化学品级：产量：中国（月）,国际铝业协会：氧化铝：冶金级：产量：中国（月）,氧化铝：建成产能：中国（月）,氧化铝：运行产能：中国（月）,氧化铝：产量：中国（月）,氧化铝：港口库存：中国（周）,统计局：中国：工业产品：产量：电解铝（月）,国际铝业协会：原铝：产量：中国（月）,电解铝：建成产能：中国（月）,电解铝：运行产能：中国（月）,电解铝：产能利用率：中国（月）,电解铝：消费量：中国（月）,电解铝：供需平衡：中国（月）,电解铝：供应量：中国（月）,电解铝：铝水比例：中国（月）,电解铝：现货库存：中国（日）,电解铝：厂内库存：中国（周）,电解铝：出库量：中国（周）,SHFE：铝：期货库存（日）,SHFE：铝：期货库存：保税商品（日）,SHFE：铝：可用库容量（周）,铝板带箔：建成产能：中国（月）,铝板带箔：加权平均开工率：中国（月）,铝板带箔：产量：中国（月）,铝型材：产量：中国（月）,铝型材：加权平均开工率：中国（月）,铝杆线：开工率：中国（月）,铝杆线：运行产能：中国（月）,铝杆线：建成产能：中国（月）,铝杆：产量：中国（月）,铝棒：产量：中国（月）,铝棒：建成产能：中国（月）,铝棒：运行产能：中国（月）,铝棒：6063：厂内库存：中国（周）,原铝系铝合金锭：建成产能：中国（月）,再生铝合金锭：建成产能：中国（月）,原铝系铝合金锭：开工率：中国（月）,再生铝合金锭：开工率：中国（月）,原铝系铝合金锭：产量：中国（月）,再生铝合金锭：产量：中国（月）,电解铝：产量：中国（周）,电解铝：净进口数量：中国（月）,SHFE：铝：交割库库存（周）,SHFE：铝：可用库容量：保税商品（周）,铝棒：出库量（周）,铝棒：6063：现货库存：中国（日）
"2016-08-18","12780","","","","","","","","","","","","","","","","","","","","","","","","26.4","","","14069","0","","","","","","","","","","","","","","","","","","","","","","","","","","2.9"
"2016-08-19","12685","","","","","","","","","","","","","","108","","","","","","","","","","","","14.2","13669","0","739191","","","","","","","","","","","","","","","","","","","","","","110757","19784","",""
"2016-08-22","12375","","","","","","","","","","","","","","","","","","","","","","","","27.8","","","9940","0","","","","","","","","","","","","","","","","","","","","","","","","","","3.17"
"2016-08-23","12440","","","","","","","","","","","","","","","","","","","","","","","","","","","9486","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-08-24","12420","","","","","","","","","","","","","","","","","","","","","","","","","","","9036","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-08-25","12340","","","","","","","","","","","","","","","","","","","","","","","","28.2","","","8185","0","","","","","","","","","","","","","","","","","","","","","","","","","","2.78"
"2016-08-26","12370","","","","","","","","","","","","","","102.5","","","","","","","","","","","","14","8160","0","748158","","","","","","","","","","","","","","","","","","","","","","103072","19784","",""
"2016-08-29","12345","","","","","","","","","","","","","","","","","","","","","","","","30.1","","","7181","0","","","","","","","","","","","","","","","","","","","","","","","","","","3.15"
"2016-08-30","12320","","","","","","","","","","","","","","","","","","","","","","","","","","","7105","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-08-31","12215","","","","","","","","5061","210","4851","","","","","271.3","2713","4217","3362.8","79.74","","","","78","","","","7030","0","","1095","58.91","41.94","57.24","61.57","","","","","82.26","","","","","","","","","","","","","","",""
"2016-09-01","12230","","","","","","","","","","","","","","","","","","","","","","","","30.4","","","7030","0","","","","","","","","","","","","","","","","","","","","","","","","","","2.9"
"2016-09-02","12345","","","","","","","","","","","","","","97","","","","","","","","","","","","14.1","6781","0","751127","","","","","","","","","","","","","","","","","","","","","","117407","19909","",""
"2016-09-05","11965","","","","","","","","","","","","","","","","","","","","","","","","30.2","","","6781","0","","","","","","","","","","","","","","","","","","","","","","","","","","3.5"
"2016-09-06","11995","","","","","","","","","","","","","","","","","","","","","","","","","","","6781","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-09-07","12010","","","","","","","","","","","","","","","","","","","","","","","","","","","6781","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-09-08","11990","","","","","","","","","","","","","","","","","","","","","","","","30.8","","","6781","0","","","","","","","","","","","","","","","","","","","","","","","","","","3.6"
"2016-09-09","12050","","","","","","","","","","","","","","94","","","","","","","","","","","","14.7","6781","0","752661","","","","","","","","","","","","","","","","","","","","","","125875","20000","",""
"2016-09-12","11960","","","","","","","","","","","","","","","","","","","","","","","","30.4","","","6781","0","","","","","","","","","","","","","","","","","","","","","","","","","","3.7"
"2016-09-13","12025","","","","","","","","","","","","","","","","","","","","","","","","","","","11802","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-09-14","11875","","","","","","","","","","","","","","","","","","","","","","","","","","","11802","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-09-16","","","","","","","","","","","","","","","85","","","","","","","","","","","","15","","","749911","","","","","","","","","","","","","","","","","","","","","","118438","19966","",""
"2016-09-19","11915","","","","","","","","","","","","","","","","","","","","","","","","29.3","","","15453","0","","","","","","","","","","","","","","","","","","","","","","","","","","3.8"
"2016-09-20","12065","","","","","","","","","","","","","","","","","","","","","","","","","","","16900","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-09-21","12145","","","","","","","","","","","","","","","","","","","","","","","","","","","16626","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-09-22","12310","","","","","","","","","","","","","","","","","","","","","","","","26.5","","","16225","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-09-23","12495","","","","","","","","","","","","","","81.5","","","","","","","","","","","","15.8","11919","0","749170","","","","","","","","","","","","","","","","","","","","","","103077","19966","",""
"2016-09-26","12420","","","","","","","","","","","","","","","","","","","","","","","","24","","","9017","0","","","","","","","","","","","","","","","","","","","","","","","","","","2.78"
"2016-09-27","12495","","","","","","","","","","","","","","","","","","","","","","","","","","","7562","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-09-28","12445","","","","","","","","","","","","","","","","","","","","","","","","","","","5327","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-09-29","12590","","","","","","","","","","","","","","","","","","","","","","","","21.5","","","4320","0","","","","","","","","","","","","","","","","","","","","","","","","","","2.8"
"2016-09-30","12465","","","","","","","","5183","250","4933","","","","71","275.1","2751","4246.5","3413.3","80.38","","","","80","","","","2671","0","798682","1095","73.56","51.57","61.19","66.13","","","","","84.17","","","","","","","","","","","","83775","19966","",""
"2016-10-07","","","","","","","","","","","","","","","","","","","","","","","","","","","18.6","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-10-08","","","","","","","","","","","","","","","","","","","","","","","","","26.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-10-10","12865","","","","","","","","","","","","","","","","","","","","","","","","","","","2671","0","","","","","","","","","","","","","","","","","","","","","","","","","","4.3"
"2016-10-11","12950","","","","","","","","","","","","","","","","","","","","","","","","","","","2597","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-10-12","12665","","","","","","","","","","","","","","","","","","","","","","","","","","","2597","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-10-13","12765","","","","","","","","","","","","","","","","","","","","","","","","26.4","","","2645","0","","","","","","","","","","","","","","","","","","","","","","","","","","4.28"
"2016-10-14","12865","","","","","","","","","","","","","","69","","","","","","","","","","","","15","5135","0","795326","","","","","","","","","","","","","","","","","","","","","","84655","19966","",""
"2016-10-17","12720","","","","","","","","","","","","","","","","","","","","","","","","25.2","","","10816","0","","","","","","","","","","","","","","","","","","","","","","","","","","3.85"
"2016-10-18","12785","","","","","","","","","","","","","","","","","","","","","","","","","","","11394","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-10-19","12590","","","","","","","","","","","","","","","","","","","","","","","","","","","11394","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-10-20","12575","","","","","","","","","","","","","","","","","","","","","","","","24","","","10626","0","","","","","","","","","","","","","","","","","","","","","","","","","","4.2"
"2016-10-21","12630","","","","","","","","","","","","","","67.8","","","","","","","","","","","","14.3","8755","0","792426","","","","","","","","","","","","","","","","","","","","","","84981","19966","",""
"2016-10-24","12930","","","","","","","","","","","","","","","","","","","","","","","","23.6","","","7704","0","","","","","","","","","","","","","","","","","","","","","","","","","","3.8"
"2016-10-25","13300","","","","","","","","","","","","","","","","","","","","","","","","","","","7330","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-10-26","13620","","","","","","","","","","","","","","","","","","","","","","","","","","","2449","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-10-27","13530","","","","","","","","","","","","","","","","","","","","","","","","23.1","","","2449","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-10-28","13860","","","","","","","","","","","","","","69","","","","","","","","","","","","13.6","2449","0","799509","","","","","","","","","","","","","","","","","","","","","","85714","19966","",""
"2016-10-31","14100","","","","","","","","5367","231","5136","","","","","272.7","2727","4296.5","3507.3","81.63","","","","80","24.5","","","2349","0","","1095","76.47","54.15","58.7","62.96","","","","","83.31","","","","","","","","","","","","","","","3.5"
"2016-11-01","14115","","","","","","","","","","","","","","","","","","","","","","","","","","","2349","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-11-02","13555","","","","","","","","","","","","","","","","","","","","","","","","","","","2349","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-11-03","13410","","","","","","","","","","","","","","","","","","","","","","","","25.7","","","2349","0","","","","","","","","","","","","","","","","","","","","","","","","","","3.2"
"2016-11-04","13245","","","","","","","","","","","","","","76","","","","","","","","","","","","13","2349","0","798112","","","","","","","","","","","","","","","","","","","","","","97561","19966","",""
"2016-11-07","13340","","","","","","","","","","","","","","","","","","","","","","","","25","","","2349","0","","","","","","","","","","","","","","","","","","","","","","","","","","2.82"
"2016-11-08","13355","","","","","","","","","","","","","","","","","","","","","","","","","","","2349","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-11-09","13490","","","","","","","","","","","","","","","","","","","","","","","","","","","2076","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-11-10","14060","","","","","","","","","","","","","","","","","","","","","","","","26.4","","","2076","0","","","","","","","","","","","","","","","","","","","","","","","","","","2.35"
"2016-11-11","14105","","","","","","","","","","","","","","77","","","","","","","","","","","","13.4","2076","0","798385","","","","","","","","","","","","","","","","","","","","","","87120","19966","",""
"2016-11-14","14330","","","","","","","","","","","","","","","","","","","","","","","","28.3","","","13139","0","","","","","","","","","","","","","","","","","","","","","","","","","","2.46"
"2016-11-15","13800","","","","","","","","","","","","","","","","","","","","","","","","","","","18071","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-11-16","13600","","","","","","","","","","","","","","","","","","","","","","","","","","","18071","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-11-17","13430","","","","","","","","","","","","","","","","","","","","","","","","28.7","","","17569","0","","","","","","","","","","","","","","","","","","","","","","","","","","2.58"
"2016-11-18","13635","","","","","","","","","","","","","","77.8","","","","","","","","","","","","12.5","11098","0","788272","","","","","","","","","","","","","","","","","","","","","","87735","19966","",""
"2016-11-21","14090","","","","","","","","","","","","","","","","","","","","","","","","27.3","","","8359","0","","","","","","","","","","","","","","","","","","","","","","","","","","2.28"
"2016-11-22","14210","","","","","","","","","","","","","","","","","","","","","","","","","","","7908","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-11-23","14100","","","","","","","","","","","","","","","","","","","","","","","","","","","6969","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-11-24","14075","","","","","","","","","","","","","","","","","","","","","","","","27.5","","","6462","0","","","","","","","","","","","","","","","","","","","","","","","","","","2.07"
"2016-11-25","13960","","","","","","","","","","","","","","81.5","","","","","","","","","","","","13.5","5828","0","791226","","","","","","","","","","","","","","","","","","","","","","75362","19966","",""
"2016-11-28","14085","","","","","","","","","","","","","","","","","","","","","","","","28.4","","","5026","0","","","","","","","","","","","","","","","","","","","","","","","","","","1.82"
"2016-11-29","13570","","","","","","","","","","","","","","","","","","","","","","","","","","","4952","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-11-30","13270","","","","","","","","5875","203","5672","","","","","280","2800","4336.5","3553.1","81.93","","","","77","","","","4952","0","","1095","72.06","50.41","55.59","60.61","","","","","79.28","","","","","","","","","","","","","","",""
"2016-12-01","13520","","","","","","","","","","","","","","","","","","","","","","","","29.8","","","4876","0","","","","","","","","","","","","","","","","","","","","","","","","","","1.81"
"2016-12-02","13510","","","","","","","","","","","","","","77","","","","","","","","","","","","13.2","4876","0","791575","","","","","","","","","","","","","","","","","","","","","","72155","19966","",""
"2016-12-05","13185","","","","","","","","","","","","","","","","","","","","","","","","31.6","","","7556","0","","","","","","","","","","","","","","","","","","","","","","","","","","1.845"
"2016-12-06","13165","","","","","","","","","","","","","","","","","","","","","","","","","","","7556","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-12-07","13120","","","","","","","","","","","","","","","","","","","","","","","","","","","7556","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-12-08","13110","","","","","","","","","","","","","","","","","","","","","","","","30.7","","","7655","0","","","","","","","","","","","","","","","","","","","","","","","","","","1.29"
"2016-12-09","13320","","","","","","","","","","","","","","74","","","","","","","","","","","","14.1","7757","0","788194","","","","","","","","","","","","","","","","","","","","","","86662","19966","",""
"2016-12-12","13445","","","","","","","","","","","","","","","","","","","","","","","","31.6","","","15362","0","","","","","","","","","","","","","","","","","","","","","","","","","","1.22"
"2016-12-13","13300","","","","","","","","","","","","","","","","","","","","","","","","","","","15991","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-12-14","13040","","","","","","","","","","","","","","","","","","","","","","","","","","","16542","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-12-15","13005","","","","","","","","","","","","","","","","","","","","","","","","32.1","","","38131","0","","","","","","","","","","","","","","","","","","","","","","","","","","1.02"
"2016-12-16","12915","","","","","","","","","","","","","","70.5","","","","","","","","","","","","14.8","43382","0","751203","","","","","","","","","","","","","","","","","","","","","","96196","19966","",""
"2016-12-19","12630","","","","","","","","","","","","","","","","","","","","","","","","33.3","","","43131","0","","","","","","","","","","","","","","","","","","","","","","","","","","0.96"
"2016-12-20","12665","","","","","","","","","","","","","","","","","","","","","","","","","","","40567","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-12-21","12880","","","","","","","","","","","","","","","","","","","","","","","","","","","39596","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-12-22","12800","","","","","","","","","","","","","","","","","","","","","","","","34.4","","","37348","0","","","","","","","","","","","","","","","","","","","","","","","","","","1.38"
"2016-12-23","12700","","","","","","","","","","","","","","71.5","","","","","","","","","","","","14.6","36098","0","757933","","","","","","","","","","","","","","","","","","","","","","100257","19966","",""
"2016-12-26","12640","","","","","","","","","","","","","","","","","","","","","","","","35.2","","","34567","0","","","","","","","","","","","","","","","","","","","","","","","","","","1.77"
"2016-12-27","12790","","","","","","","","","","","","","","","","","","","","","","","","","","","34139","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-12-28","12650","","","","","","","","","","","","","","","","","","","","","","","","","","","32928","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-12-29","12720","","","","","","","","","","","","","","","","","","","","","","","","35.2","","","30459","0","","","","","","","","","","","","","","","","","","","","","","","","","","1.8"
"2016-12-30","12795","","","","","","","","","","","","","","73","","","","","","","","","","","","15.5","30083","0","763367","","","","","","","","","","","","","","","","","","","","","","100722","19966","",""
"2016-12-31","","","","","","","","","5614","187","5427","","","","","289.1","2891","4406.5","3649.5","82.82","","","","75","","","","","","","1095","64.7","46.62","54.59","59.79","","","","","73.7","","","","","","","","","","","","","","",""
"2017-01-03","12590","","","","","","","","","","","","","","","","","","","","","","","","36.3","","","29454","0","","","","","","","","","","","","","","","","","","","","","","","","","","2.46"
"2017-01-04","12645","","","","","","","","","","","","","","","","","","","","","","","","","","","28750","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-01-05","12595","","","","","","","","","","","","","","","","","","","","","","","","36.5","","","28449","0","","","","","","","","","","","","","","","","","","","","","","","","","","2.49"
"2017-01-06","12510","","","","","","","","","","","","","","74.5","","","","","","","","","","","","15","28197","0","764828","","","","","","","","","","","","","","","","","","","","","","104537","19966","",""
"2017-01-09","12580","","","","","","","","","","","","","","","","","","","","","","","","35.3","","","27618","0","","","","","","","","","","","","","","","","","","","","","","","","","","2.68"
"2017-01-10","12870","","","","","","","","","","","","","","","","","","","","","","","","","","","27241","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-01-11","13040","","","","","","","","","","","","","","","","","","","","","","","","","","","26890","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-01-12","13280","","","","","","","","","","","","","","","","","","","","","","","","37","","","26363","0","","","","","","","","","","","","","","","","","","","","","","","","","","2.5"
"2017-01-13","13395","","","","","","","","","","","","","","71.7","","","","","","","","","","","","14.1","28454","0","762662","","","","","","","","","","","","","","","","","","","","","","118235","19966","",""
"2017-01-16","13390","","","","","","","","","","","","","","","","","","","","","","","","37.6","","","39642","0","","","","","","","","","","","","","","","","","","","","","","","","","","2.23"
"2017-01-17","13320","","","","","","","","","","","","","","","","","","","","","","","","","","","40363","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-01-18","13335","","","","","","","","","","","","","","","","","","","","","","","","","","","40363","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-01-19","13355","","","","","","","","","","","","","","","","","","","","","","","","40.5","","","38870","0","","","","","","","","","","","","","","","","","","","","","","","","","","2.93"
"2017-01-20","13335","","","","","","","","","","","","","","68.5","","","","","","","","","","","","14.6","40313","0","748704","","","","","","","","","","","","","","","","","","","","","","118551","19966","",""
"2017-01-23","13690","","","","","","","","","","","","","","","","","","","","","","","","45.7","","","39462","0","","","","","","","","","","","","","","","","","","","","","","","","","","3.56"
"2017-01-24","13725","","","","","","","","","","","","","","","","","","","","","","","","","","","40496","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-01-25","14050","","","","","","","","","","","","","","","","","","","","","","","","","","","41047","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-01-26","13835","","","","","","","","","","","","","","","","","","","","","","","","52.8","","","42196","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-01-27","","","","","","","","","","","","","","","71","","","","","","","","","","","","13","","","743234","","","","","","","","","","","","","","","","","","","","","","125428","19966","",""
"2017-01-31","","","","","","","","","5785","203","5582","7775","6775","577.5","","","2950","4436.5","3731","84.1","","","","73","","","","","","","1279","52.94","38.26","29.24","31.08","52.64","","","","74.34","1622.1","910","","","","61.6","","","","","","","","",""
"2017-02-02","","","","","","","","","","","","","","","","","","","","","","","","","67.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.03"
"2017-02-03","13760","","","","","","","","","","","","","","77","","","","","","","","","","","","","42196","0","743234","","","","","","","","","","","","","","","","","","","","","","136970","19966","",""
"2017-02-06","13630","","","","","","","","","","","","","","","","","","","","","","","","75.2","","","42950","0","","","","","","","","","","","","","","","","","","","","","","","","","","5.78"
"2017-02-07","13600","","","","","","","","","","","","","","","","","","","","","","","","","","","45235","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-02-08","13695","","","","","","","","","","","","","","","","","","","","","","","","","","","47364","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-02-09","13735","","","","","","","","","","","","","","","","","","","","","","","","80.9","","","51078","0","","","","","","","","","","","","","","","","","","","","","","","","","","7.11"
"2017-02-10","13760","","","","","","","","","","","","","","72.1","","","","","","","","","","","","9","55292","0","899106","","","","","","","","","","","","","","","","","","","","","","178904","19966","",""
"2017-02-13","13955","","","","","","","","","","","","","","","","","","","","","","","","85.1","","","75507","0","","","","","","","","","","","","","","","","","","","","","","","","","","7.25"
"2017-02-14","14415","","","","","","","","","","","","","","","","","","","","","","","","","","","92395","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-02-15","14345","","","","","","","","","","","","","","","","","","","","","","","","","","","126829","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-02-16","14365","","","","","","","","","","","","","","","","","","","","","","","","88.9","","","133518","0","","","","","","","","","","","","","","","","","","","","","","","","","","7.5"
"2017-02-17","14065","","","","","","","","","","","","","","71.7","","","","","","","","","","","","8.7","133543","0","811516","","","","","","","","","","","","","","","","","","","","","","189218","20000","",""
"2017-02-20","14145","","","","","","","","","","","","","","","","","","","","","","","","90.3","","","135641","0","","","","","","","","","","","","","","","","","","","","","","","","","","8.55"
"2017-02-21","14225","","","","","","","","","","","","","","","","","","","","","","","","","","","135768","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-02-22","13955","","","","","","","","","","","","","","","","","","","","","","","","","","","136169","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-02-23","13840","","","","","","","","","","","","","","","","","","","","","","","","95.4","","","137143","0","","","","","","","","","","","","","","","","","","","","","","","","","","9.15"
"2017-02-24","13715","","","","","","","","","","","","","","69.8","","","","","","","","","","","","9.9","137799","0","807193","","","","","","","","","","","","","","","","","","","","","","193552","20000","",""
"2017-02-27","13755","","","","","","","","","","","","","","","","","","","","","","","","100","","","140434","0","","","","","","","","","","","","","","","","","","","","","","","","","","8.67"
"2017-02-28","13770","","","","","","","","5961","192","5769","7775","6895","585.5","","","2534","4466.5","3767.5","84.35","","","","70","","","","143960","0","","1279","66.17","47.86","54","57.73","38.25","","","","90.22","1637.1","1066.5","","","","57.3","46.21","","","","","","","",""
"2017-03-01","14180","","","","","","","","","","","","","","","","","","","","","","","","","","","144108","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-03-02","14145","","","","","","","","","","","","","","","","","","","","","","","","104","","","153347","0","","","","","","","","","","","","","","","","","","","","","","","","","","8.19"
"2017-03-03","14165","","","","","","","","","","","","","","73.5","","","","","","","","","","","","9.5","163135","0","777526","","","","","","","","","","","","","","","","","","","","","","221058","20000","",""
"2017-03-06","13730","","","","","","","","","","","","","","","","","","","","","","","","109.1","","","177322","0","","","","","","","","","","","","","","","","","","","","","","","","","","8.75"
"2017-03-07","13750","","","","","","","","","","","","","","","","","","","","","","","","","","","186570","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-03-08","13690","","","","","","","","","","","","","","","","","","","","","","","","","","","187296","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-03-09","13575","","","","","","","","","","","","","","","","","","","","","","","","112.2","","","189705","0","","","","","","","","","","","","","","","","","","","","","","","","","","8.2"
"2017-03-10","13930","","","","","","","","","","","","","","69.5","","","","","","","","","","","","12.3","191777","0","746760","","","","","","","","","","","","","","","","","","","","","","268824","20000","",""
"2017-03-13","13880","","","","","","","","","","","","","","","","","","","","","","","","115.1","","","201989","0","","","","","","","","","","","","","","","","","","","","","","","","","","8.48"
"2017-03-14","13655","","","","","","","","","","","","","","","","","","","","","","","","","","","216769","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-03-15","13750","","","","","","","","","","","","","","","","","","","","","","","","","","","256527","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-03-16","13960","","","","","","","","","","","","","","","","","","","","","","","","115.1","","","259951","0","","","","","","","","","","","","","","","","","","","","","","","","","","8.83"
"2017-03-17","13760","","","","","","","","","","","","","","70.8","","","","","","","","","","","","15.3","259951","0","676675","","","","","","","","","","","","","","","","","","","","","","316337","20000","",""
"2017-03-20","13770","","","","","","","","","","","","","","","","","","","","","","","","116.5","","","261525","0","","","","","","","","","","","","","","","","","","","","","","","","","","8.98"
"2017-03-21","13880","","","","","","","","","","","","","","","","","","","","","","","","","","","263456","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-03-22","13805","","","","","","","","","","","","","","","","","","","","","","","","","","","263511","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-03-23","13835","","","","","","","","","","","","","","","","","","","","","","","","115.9","","","264849","0","","","","","","","","","","","","","","","","","","","","","","","","","","8.79"
"2017-03-24","13695","","","","","","","","","","","","","","73.2","","","","","","","","","","","","17.08","267273","0","671638","","","","","","","","","","","","","","","","","","","","","","326597","20000","",""
"2017-03-27","13715","","","","","","","","","","","","","","","","","","","","","","","","114.4","","","269483","0","","","","","","","","","","","","","","","","","","","","","","","","","","8.68"
"2017-03-28","13650","","","","","","","","","","","","","","","","","","","","","","","","","","","269408","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-03-29","13835","","","","","","","","","","","","","","","","","","","","","","","","","","","273102","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-03-30","13820","","","","","","","","","","","","","","","","","","","","","","","","115.4","","","276806","0","","","","","","","","","","","","","","","","","","","","","","","","","","8.72"
"2017-03-31","13995","","","","","","","","6312","413","5899","7775","6915","586.5","74.1","270.7","2707","4478.5","3804.5","84.95","","","","73","","","16.5","277034","0","664140","1279","69.13","50","55.66","59.75","47.35","","","","103.18","1684.1","1224.6","","","","58.6","53.6","","","","","332326","20000","",""
"2017-04-03","","","","","","","","","","","","","","","","","","","","","","","","","117.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.22"
"2017-04-05","14160","","","","","","","","","","","","","","","","","","","","","","","","","","","281589","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-04-06","14095","","","","","","","","","","","","","","","","","","","","","","","","","","","281688","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-04-07","14005","","","","","","","","","","","","","","68.7","","","","","","","","","","","","15.25","281838","0","661551","","","","","","","","","","","","","","","","","","","","","","339961","20000","",""
"2017-04-10","14070","","","","","","","","","","","","","","","","","","","","","","","","121.1","","","284013","0","","","","","","","","","","","","","","","","","","","","","","","","","","9.7"
"2017-04-11","13870","","","","","","","","","","","","","","","","","","","","","","","","","","","286905","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-04-12","13970","","","","","","","","","","","","","","","","","","","","","","","","","","","296953","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-04-13","14125","","","","","","","","","","","","","","","","","","","","","","","","120.6","","","299653","0","","","","","","","","","","","","","","","","","","","","","","","","","","10.65"
"2017-04-14","14225","","","","","","","","","","","","","","66.4","","","","","","","","","","","","17.3","301226","0","649783","","","","","","","","","","","","","","","","","","","","","","345942","20000","",""
"2017-04-17","14485","","","","","","","","","","","","","","","","","","","","","","","","121","","","320920","0","","","","","","","","","","","","","","","","","","","","","","","","","","9.95"
"2017-04-18","14495","","","","","","","","","","","","","","","","","","","","","","","","","","","324491","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-04-19","14255","","","","","","","","","","","","","","","","","","","","","","","","","","","324416","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-04-20","14350","","","","","","","","","","","","","","","","","","","","","","","","120.3","","","323070","0","","","","","","","","","","","","","","","","","","","","","","","","","","10.8"
"2017-04-21","14355","","","","","","","","","","","","","","73.1","","","","","","","","","","","","17","322543","0","634750","","","","","","","","","","","","","","","","","","","","","","379034","20000","",""
"2017-04-24","14330","","","","","","","","","","","","","","","","","","","","","","","","120.5","","","326725","0","","","","","","","","","","","","","","","","","","","","","","","","","","10.75"
"2017-04-25","14375","","","","","","","","","","","","","","","","","","","","","","","","","","","326804","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-04-26","14375","","","","","","","","","","","","","","","","","","","","","","","","","","","326903","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
