date,close,棉花：开工率：中国（周）,新疆棉：轧花厂：加工量（日）,USDA：棉花：产量预测值：全球（月）,USDA：棉花：供给量预测值：全球（月）,USDA：棉花：国内需求消耗量预测值：全球（月）,USDA：棉花：产量预测值：中国（月）,USDA：棉花：出口数量预测值：中国（月）,USDA：棉花：国内需求消耗量预测值：中国（月）,USDA：棉花：进口数量预测值：中国（月）,USDA：棉花：期初库存预测：中国（月）,USDA：棉花：期末库存预测：中国（月）,USDA：棉花：损失量预测值：中国（月）,棉花：库存：中国主要港口（周）,棉花：港口库存（周）,棉花：商业库存：中国（周）,棉花：库存：新疆（周）,棉花：库存：中国内地（周）,棉花：纺织企业：工业库存：中国（月）,棉花：工业：库存：中国（月）,纺纱厂：棉花：折存天数（周）
"2017-08-01","14755","","","","","","","","","","","","","","","","","","","",""
"2017-08-02","15020","","","","","","","","","","","","","","","","","","","",""
"2017-08-03","15025","","","","","","","","","","","","","","","","","","","",""
"2017-08-04","15120","","","","","","","","","","","","","","","","","","","",""
"2017-08-07","15100","","","","","","","","","","","","","","","","","","","",""
"2017-08-08","15330","","","","","","","","","","","","","","","","","","","",""
"2017-08-09","15320","","","","","","","","","","","","","","","","","","","",""
"2017-08-10","15440","","","","","","","","","","","","","","","","","","","",""
"2017-08-11","15295","","","","","","","","","","","","","","","","","","","",""
"2017-08-14","15370","","","","","","","","","","","","","","","","","","","",""
"2017-08-15","15255","","","","","","","","","","","","","","","","","","","",""
"2017-08-16","15145","","","","","","","","","","","","","","","","","","","",""
"2017-08-17","15230","","","","","","","","","","","","","","","","","","","",""
"2017-08-18","15215","","","","","","","","","","","","","","","","","","","",""
"2017-08-21","15260","","","","","","","","","","","","","","","","","","","",""
"2017-08-22","15360","","","","","","","","","","","","","","","","","","","",""
"2017-08-23","15330","","","","","","","","","","","","","","","","","","","",""
"2017-08-24","15225","","","","","","","","","","","","","","","","","","","",""
"2017-08-25","15265","","","","","","","","","","","","","","","","","","","",""
"2017-08-28","15350","","","","","","","","","","","","","","","","","","","",""
"2017-08-29","15290","","","","","","","","","","","","","","","","","","","",""
"2017-08-30","15220","","","","","","","","","","","","","","","","","","","",""
"2017-08-31","15230","","","117.31","207.29","117.4","24.5","0.05","38.5","5","48.4","39.35","0","","","","","","71","71",""
"2017-09-01","15310","","","","","","","","","","","","","","","","","","","",""
"2017-09-04","15820","","","","","","","","","","","","","","","","","","","",""
"2017-09-05","15910","","83.59","","","","","","","","","","","","","","","","","",""
"2017-09-06","15825","","42.44","","","","","","","","","","","","","","","","","",""
"2017-09-07","15840","","0","","","","","","","","","","","","","","","","","",""
"2017-09-08","15560","","0","","","","","","","","","","","","","","","","","",""
"2017-09-09","","","287.33","","","","","","","","","","","","","","","","","",""
"2017-09-10","","","17.85","","","","","","","","","","","","","","","","","",""
"2017-09-11","15630","","0.46","","","","","","","","","","","","","","","","","",""
"2017-09-12","15640","","204.92","","","","","","","","","","","","","","","","","",""
"2017-09-13","15500","","557.06","","","","","","","","","","","","","","","","","",""
"2017-09-14","15360","","249.36","","","","","","","","","","","","","","","","","",""
"2017-09-15","15305","","708.28","","","","","","","","","","","","","","","","","",""
"2017-09-16","","","272.98","","","","","","","","","","","","","","","","","",""
"2017-09-17","","","667.88","","","","","","","","","","","","","","","","","",""
"2017-09-18","15335","","1357.28","","","","","","","","","","","","","","","","","",""
"2017-09-19","15360","","4123.05","","","","","","","","","","","","","","","","","",""
"2017-09-20","15630","","6581.24","","","","","","","","","","","","","","","","","",""
"2017-09-21","15415","","6804.98","","","","","","","","","","","","","","","","","",""
"2017-09-22","15405","","10732.75","","","","","","","","","","","","","","","","","",""
"2017-09-23","","","13635.7","","","","","","","","","","","","","","","","","",""
"2017-09-24","","","15525.79","","","","","","","","","","","","","","","","","",""
"2017-09-25","15475","","19169.14","","","","","","","","","","","","","","","","","",""
"2017-09-26","15615","","23531.67","","","","","","","","","","","","","","","","","",""
"2017-09-27","15340","","25112.74","","","","","","","","","","","","","","","","","",""
"2017-09-28","15090","","28140.91","","","","","","","","","","","","","","","","","",""
"2017-09-29","15100","","29766.85","","","","","","","","","","","","","","","","","",""
"2017-09-30","","","31710.69","120.75","210.32","117.75","24.5","0.05","38.5","5.1","48.42","39.47","0","","","","","","82.6","83.4",""
"2017-10-01","","","32688.08","","","","","","","","","","","","","","","","","",""
"2017-10-02","","","37216.59","","","","","","","","","","","","","","","","","",""
"2017-10-03","","","39856.87","","","","","","","","","","","","","","","","","",""
"2017-10-04","","","40906.97","","","","","","","","","","","","","","","","","",""
"2017-10-05","","","43054.38","","","","","","","","","","","","","","","","","",""
"2017-10-06","","","44111.47","","","","","","","","","","","","","","","","","",""
"2017-10-07","","","45518.58","","","","","","","","","","","","","","","","","",""
"2017-10-08","","","42671.89","","","","","","","","","","","","","","","","","",""
"2017-10-09","15080","","44539.73","","","","","","","","","","","","","","","","","",""
"2017-10-10","15095","","50697.46","","","","","","","","","","","","","","","","","",""
"2017-10-11","15120","","50239.96","","","","","","","","","","","","","","","","","",""
"2017-10-12","15045","","53795.91","","","","","","","","","","","","","","","","","",""
"2017-10-13","15065","","54854.15","","","","","","","","","","","","","","","","","",""
"2017-10-14","","","56562.78","","","","","","","","","","","","","","","","","",""
"2017-10-15","","","55100.67","","","","","","","","","","","","","","","","","",""
"2017-10-16","15220","","53887.19","","","","","","","","","","","","","","","","","",""
"2017-10-17","15185","","54577.24","","","","","","","","","","","","","","","","","",""
"2017-10-18","15155","","49243.93","","","","","","","","","","","","","","","","","",""
"2017-10-19","15030","","48554.82","","","","","","","","","","","","","","","","","",""
"2017-10-20","14970","","49091.07","","","","","","","","","","","","","","","","","",""
"2017-10-21","","","53784.85","","","","","","","","","","","","","","","","","",""
"2017-10-22","","","52651.35","","","","","","","","","","","","","","","","","",""
"2017-10-23","14960","","49275.08","","","","","","","","","","","","","","","","","",""
"2017-10-24","15035","","49862.34","","","","","","","","","","","","","","","","","",""
"2017-10-25","15050","","50035.9","","","","","","","","","","","","","","","","","",""
"2017-10-26","15025","","53817.88","","","","","","","","","","","","","","","","","",""
"2017-10-27","14950","","53224.68","","","","","","","","","","","","","","","","","",""
"2017-10-28","","","54587.83","","","","","","","","","","","","","","","","","",""
"2017-10-29","","","56889.39","","","","","","","","","","","","","","","","","",""
"2017-10-30","14965","","60857.73","","","","","","","","","","","","","","","","","",""
"2017-10-31","14970","","62292.55","120.86","210.43","118.01","24.5","0.05","38.5","5.1","48.42","39.47","0","","","","","","81.1","82",""
"2017-11-01","14975","","62659.03","","","","","","","","","","","","","","","","","",""
"2017-11-02","15050","","68566.63","","","","","","","","","","","","","","","","","",""
"2017-11-03","15175","","64360.84","","","","","","","","","","","","","","","","","",""
"2017-11-04","","","65766.8","","","","","","","","","","","","","","","","","",""
"2017-11-05","","","60605.24","","","","","","","","","","","","","","","","","",""
"2017-11-06","15175","","64582.8","","","","","","","","","","","","","","","","","",""
"2017-11-07","15250","","67833.34","","","","","","","","","","","","","","","","","",""
"2017-11-08","15180","","60450.64","","","","","","","","","","","","","","","","","",""
"2017-11-09","15170","","65607.87","","","","","","","","","","","","","","","","","",""
"2017-11-10","15190","","63436.5","","","","","","","","","","","","","","","","","",""
"2017-11-11","","","65895.11","","","","","","","","","","","","","","","","","",""
"2017-11-12","","","64943.5","","","","","","","","","","","","","","","","","",""
"2017-11-13","15200","","63713.88","","","","","","","","","","","","","","","","","",""
"2017-11-14","15150","","64172.64","","","","","","","","","","","","","","","","","",""
"2017-11-15","15040","","62785.7","","","","","","","","","","","","","","","","","",""
"2017-11-16","15040","","63319.21","","","","","","","","","","","","","","","","","",""
"2017-11-17","15035","","57500.51","","","","","","","","","","","","","","","","","",""
"2017-11-18","","","62692.65","","","","","","","","","","","","","","","","","",""
"2017-11-19","","","59679.46","","","","","","","","","","","","","","","","","",""
"2017-11-20","14935","","60604.85","","","","","","","","","","","","","","","","","",""
"2017-11-21","14930","","60223.86","","","","","","","","","","","","","","","","","",""
"2017-11-22","14885","","59839.57","","","","","","","","","","","","","","","","","",""
"2017-11-23","14880","","60798.03","","","","","","","","","","","","","","","","","",""
"2017-11-24","14910","","58673.38","","","","","","","","","","","","","","","","","",""
"2017-11-25","","","58695.76","","","","","","","","","","","","","","","","","",""
"2017-11-26","","","58318.34","","","","","","","","","","","","","","","","","",""
"2017-11-27","15005","","56129.03","","","","","","","","","","","","","","","","","",""
"2017-11-28","15195","","54701.15","","","","","","","","","","","","","","","","","",""
"2017-11-29","15140","","56951.62","","","","","","","","","","","","","","","","","",""
"2017-11-30","15310","","56309.19","121.46","210.12","119.25","25","0.05","39","5.3","48.42","39.67","0","","","","","","70.5","70.4",""
"2017-12-01","15460","","54558.09","","","","","","","","","","","","","","","","","",""
"2017-12-02","","","54238.27","","","","","","","","","","","","","","","","","",""
"2017-12-03","","","53388.3","","","","","","","","","","","","","","","","","",""
"2017-12-04","15455","","51982.16","","","","","","","","","","","","","","","","","",""
"2017-12-05","15415","","49605.29","","","","","","","","","","","","","","","","","",""
"2017-12-06","15410","","49280.81","","","","","","","","","","","","","","","","","",""
"2017-12-07","15305","","46528.82","","","","","","","","","","","","","","","","","",""
"2017-12-08","15480","","47757.17","","","","","","","","","","","","","","","","","",""
"2017-12-09","","","41826.21","","","","","","","","","","","","","","","","","",""
"2017-12-10","","","42907.21","","","","","","","","","","","","","","","","","",""
"2017-12-11","15140","","39674.04","","","","","","","","","","","","","","","","","",""
"2017-12-12","15090","","40130.2","","","","","","","","","","","","","","","","","",""
"2017-12-13","15065","","39040.57","","","","","","","","","","","","","","","","","",""
"2017-12-14","15015","","39633.24","","","","","","","","","","","","","","","","","",""
"2017-12-15","15060","","36521.92","","","","","","","","","","","","","","","","","",""
"2017-12-16","","","32124.41","","","","","","","","","","","","","","","","","",""
"2017-12-17","","","30127.96","","","","","","","","","","","","","","","","","",""
"2017-12-18","15130","","33720.22","","","","","","","","","","","","","","","","","",""
"2017-12-19","14895","","32648.32","","","","","","","","","","","","","","","","","",""
"2017-12-20","14830","","31269.42","","","","","","","","","","","","","","","","","",""
"2017-12-21","14875","","29811.57","","","","","","","","","","","","","","","","","",""
"2017-12-22","14930","","28886.6","","","","","","","","","","","","","","","","","",""
"2017-12-23","","","25930.69","","","","","","","","","","","","","","","","","",""
"2017-12-24","","","27496.13","","","","","","","","","","","","","","","","","",""
"2017-12-25","14980","","24791.13","","","","","","","","","","","","","","","","","",""
"2017-12-26","14960","","23695.61","","","","","","","","","","","","","","","","","",""
"2017-12-27","14980","","21876.14","","","","","","","","","","","","","","","","","",""
"2017-12-28","15040","","18999.81","","","","","","","","","","","","","","","","","",""
"2017-12-29","14945","","19530.19","","","","","","","","","","","","","","","","","",""
"2017-12-30","","","19544.54","","","","","","","","","","","","","","","","","",""
"2017-12-31","","","19434.4","119.96","207.61","119.59","25","0.05","39","5.3","48.42","39.67","0","","","","","","67","66.6",""
"2018-01-01","","","16170.18","","","","","","","","","","","","","","","","","",""
"2018-01-02","15040","","18993.92","","","","","","","","","","","","","","","","","",""
"2018-01-03","14960","","15114.99","","","","","","","","","","","","","","","","","",""
"2018-01-04","15010","","15537.02","","","","","","","","","","","","","","","","","",""
"2018-01-05","15170","","13542.59","","","","","","","","","","","","","","","","","","35"
"2018-01-06","","","12208.52","","","","","","","","","","","","","","","","","",""
"2018-01-07","","","12686.81","","","","","","","","","","","","","","","","","",""
"2018-01-08","15175","","13239.37","","","","","","","","","","","","","","","","","",""
"2018-01-09","15245","","10651.4","","","","","","","","","","","","","","","","","",""
"2018-01-10","15250","","11898.59","","","","","","","","","","","","","","","","","",""
"2018-01-11","15285","","11481.17","","","","","","","","","","","","","","","","","",""
"2018-01-12","15450","","11205.67","","","","","","","","","","","","","","","","","","35.2"
"2018-01-13","","","9960.47","","","","","","","","","","","","","","","","","",""
"2018-01-14","","","9696","","","","","","","","","","","","","","","","","",""
"2018-01-15","15280","","9404.02","","","","","","","","","","","","","","","","","",""
"2018-01-16","15230","","9391.29","","","","","","","","","","","","","","","","","",""
"2018-01-17","15150","","9345.22","","","","","","","","","","","","","","","","","",""
"2018-01-18","15515","","8913.97","","","","","","","","","","","","","","","","","",""
"2018-01-19","15290","","9522.24","","","","","","","","","","","","","","","","","","36.7"
"2018-01-20","","","9419.24","","","","","","","","","","","","","","","","","",""
"2018-01-21","","","7045.52","","","","","","","","","","","","","","","","","",""
"2018-01-22","15520","","7449.86","","","","","","","","","","","","","","","","","",""
"2018-01-23","15570","","7694.97","","","","","","","","","","","","","","","","","",""
"2018-01-24","15495","","6370.41","","","","","","","","","","","","","","","","","",""
"2018-01-25","15515","","4974.71","","","","","","","","","","","","","","","","","",""
"2018-01-26","15520","","6262.86","","","","","","","","","","","","","","","","","","37.6"
"2018-01-27","","","6382.34","","","","","","","","","","","","","","","","","",""
"2018-01-28","","","3533.57","","","","","","","","","","","","","","","","","",""
"2018-01-29","15400","","3194.66","","","","","","","","","","","","","","","","","",""
"2018-01-30","15255","","3280.27","","","","","","","","","","","","","","","","","",""
"2018-01-31","15195","","2366.37","120.97","208.6","120.83","26.4","0.05","40","5","48.42","39.77","0","","","","","","62.9","63.9",""
"2018-02-01","15165","","","","","","","","","","","","","","","","","","","",""
"2018-02-02","15195","","","","","","","","","","","","","","","","","","","","38"
"2018-02-05","15080","","","","","","","","","","","","","","","","","","","",""
"2018-02-06","15050","","","","","","","","","","","","","","","","","","","",""
"2018-02-07","15055","","","","","","","","","","","","","","","","","","","",""
"2018-02-08","14945","","","","","","","","","","","","","","","","","","","",""
"2018-02-09","14880","","","","","","","","","","","","","","","","","","","","36.3"
"2018-02-12","14885","","","","","","","","","","","","","","","","","","","",""
"2018-02-13","14865","","","","","","","","","","","","","","","","","","","",""
"2018-02-14","14900","","","","","","","","","","","","","","","","","","","",""
"2018-02-16","","","","","","","","","","","","","","","","","","","","","33.7"
"2018-02-22","14980","","","","","","","","","","","","","","","","","","","",""
"2018-02-23","15080","","","","","","","","","","","","","","","","","","","","31.5"
"2018-02-26","15245","","","","","","","","","","","","","","","","","","","",""
"2018-02-27","15190","","","","","","","","","","","","","","","","","","","",""
"2018-02-28","15195","","","121.37","207.29","120.5","27.5","0.05","40","5","48.42","40.87","0","","","","","","60","61.3",""
"2018-03-01","15245","","","","","","","","","","","","","","","","","","","",""
"2018-03-02","15175","","","","","","","","","","","","","","","","","","","","30.6"
"2018-03-05","15360","","","","","","","","","","","","","","","","","","","",""
"2018-03-06","15425","","","","","","","","","","","","","","","","","","","",""
"2018-03-07","15220","","","","","","","","","","","","","","","","","","","",""
"2018-03-08","15125","","","","","","","","","","","","","","","","","","","",""
"2018-03-09","15230","","","","","","","","","","","","","","","","","","","","31.6"
"2018-03-12","15085","","","","","","","","","","","","","","","","","","","",""
"2018-03-13","15060","","","","","","","","","","","","","","","","","","","",""
"2018-03-14","15000","","","","","","","","","","","","","","","","","","","",""
"2018-03-15","15005","","","","","","","","","","","","","","","","","","","",""
"2018-03-16","14945","","","","","","","","","","","","","","","","","","","","32.5"
"2018-03-19","14920","","","","","","","","","","","","","","","","","","","",""
"2018-03-20","14920","","","","","","","","","","","","","","","","","","","",""
"2018-03-21","15010","","","","","","","","","","","","","","","","","","","",""
"2018-03-22","15050","","","","","","","","","","","","","","","","","","","",""
"2018-03-23","14955","","","","","","","","","","","","","","","","","","","","33.2"
"2018-03-26","14995","","","","","","","","","","","","","","","","","","","",""
"2018-03-27","14985","","","","","","","","","","","","","","","","","","","",""
"2018-03-28","15290","","","","","","","","","","","","","","","","","","","",""
"2018-03-29","15245","","","","","","","","","","","","","","","","","","","",""
"2018-03-30","15315","","","","","","","","","","","","","","","","","","","","34.8"
"2018-03-31","","","","121.94","209.64","120.79","27.5","0.05","40","5.1","48.42","40.97","0","","","","","","67.4","68.4",""
"2018-04-02","15270","","","","","","","","","","","","","","","","","","","",""
"2018-04-03","15260","","","","","","","","","","","","","","","","","","","",""
"2018-04-04","15240","","","","","","","","","","","","","","","","","","","",""
"2018-04-06","","","","","","","","","","","","","","","","","","","","","35.2"
"2018-04-09","15275","","","","","","","","","","","","","","","","","","","",""
"2018-04-10","15295","","","","","","","","","","","","","","","","","","","",""
"2018-04-11","15335","","","","","","","","","","","","","","","","","","","",""
"2018-04-12","15285","","","","","","","","","","","","","","","","","","","",""
"2018-04-13","15400","","","","","","","","","","","","","","","","","","","","35.5"
"2018-04-16","15390","","","","","","","","","","","","","","","","","","","",""
"2018-04-17","15365","","","","","","","","","","","","","","","","","","","",""
"2018-04-18","15350","","","","","","","","","","","","","","","","","","","",""
"2018-04-19","15390","","","","","","","","","","","","","","","","","","","",""
"2018-04-20","15360","","","","","","","","","","","","","","","","","","","","35.8"
"2018-04-23","15460","","","","","","","","","","","","","","","","","","","",""
"2018-04-24","15415","","","","","","","","","","","","","","","","","","","",""
"2018-04-25","15335","","","","","","","","","","","","","","","","","","","",""
"2018-04-26","15400","","","","","","","","","","","","","","","","","","","",""
"2018-04-27","15395","","","","","","","","","","","","","","","","","","","","36.6"
"2018-04-30","","","","122.18","208.98","120.39","27.5","0.05","40","5.1","48.42","40.97","0","","","","","","69.7","70.9",""
"2018-05-02","15435","","","","","","","","","","","","","","","","","","","",""
"2018-05-03","15565","","","","","","","","","","","","","","","","","","","",""
"2018-05-04","15575","","","","","","","","","","","","","","","","","","","","37"
"2018-05-07","15730","","","","","","","","","","","","","","","","","","","",""
"2018-05-08","15720","","","","","","","","","","","","","","","","","","","",""
"2018-05-09","15650","","","","","","","","","","","","","","","","","","","",""
"2018-05-10","15705","","","","","","","","","","","","","","","","","","","",""
"2018-05-11","15670","","","","","","","","","","","","","","","","","","","","40"
"2018-05-14","15715","","","","","","","","","","","","","","","","","","","",""
"2018-05-15","15670","","","","","","","","","","","","","","","","","","","",""
"2018-05-16","16290","","","","","","","","","","","","","","","","","","","",""
"2018-05-17","16235","","","","","","","","","","","","","","","","","","","",""
"2018-05-18","16700","","","","","","","","","","","","","","","","","","","","41.4"
"2018-05-21","17245","","","","","","","","","","","","","","","","","","","",""
"2018-05-22","17085","","","","","","","","","","","","","","","","","","","",""
"2018-05-23","17640","","","","","","","","","","","","","","","","","","","",""
"2018-05-24","17840","","","","","","","","","","","","","","","","","","","",""
"2018-05-25","17930","","","","","","","","","","","","","","","","","","","","42"
"2018-05-28","17870","","","","","","","","","","","","","","","","","","","",""
"2018-05-29","18555","","","","","","","","","","","","","","","","","","","",""
"2018-05-30","18705","","","","","","","","","","","","","","","","","","","",""
"2018-05-31","18650","","","121.19","209.39","125.44","27","0.05","41.5","7","40.97","33.42","0","","","","","","80","80",""
"2018-06-01","18815","","","","","","","","","","","","","","","","","","","","41.6"
"2018-06-04","18335","","","","","","","","","","","","","","","","","","","",""
"2018-06-05","17980","","","","","","","","","","","","","","","","","","","",""
"2018-06-06","17645","","","","","","","","","","","","","","","","","","","",""
"2018-06-07","17730","","","","","","","","","","","","","","","","","","","",""
"2018-06-08","17625","","","","","","","","","","","","","","","","","","","","41"
"2018-06-11","17795","","","","","","","","","","","","","","","","","","","",""
"2018-06-12","17705","","","","","","","","","","","","","","","","","","","",""
"2018-06-13","18090","","","","","","","","","","","","","","","","","","","",""
"2018-06-14","17570","","","","","","","","","","","","","","","","","","","",""
"2018-06-15","17550","","","","","","","","","","","","","","","","","","","","40.2"
"2018-06-19","16745","","","","","","","","","","","","","","","","","","","",""
"2018-06-20","16885","","","","","","","","","","","","","","","","","","","",""
"2018-06-21","16890","","","","","","","","","","","","","","","","","","","",""
"2018-06-22","16935","","","","","","","","","","","","","","","","","","","","40"
"2018-06-25","16975","","","","","","","","","","","","","","","","","","","",""
"2018-06-26","16830","","","","","","","","","","","","","","","","","","","",""
"2018-06-27","16815","","","","","","","","","","","","","","","","","","","",""
"2018-06-28","16690","","","","","","","","","","","","","","","","","","","",""
"2018-06-29","16735","","","","","","","","","","","","","","","","","","","","39.3"
"2018-06-30","","","","120.4","208.61","125.35","26.5","0.05","41.5","7","41.17","33.12","0","","","","","","82.8","82.9",""
"2018-07-02","16715","","","","","","","","","","","","","","","","","","","",""
"2018-07-03","16680","","","","","","","","","","","","","","","","","","","",""
"2018-07-04","16455","","","","","","","","","","","","","","","","","","","",""
"2018-07-05","16220","","","","","","","","","","","","","","","","","","","",""
"2018-07-06","16300","","","","","","","","","","","","","","","","","","","","39"
"2018-07-09","16525","","","","","","","","","","","","","","","","","","","",""
"2018-07-10","16510","","","","","","","","","","","","","","","","","","","",""
"2018-07-11","16470","","","","","","","","","","","","","","","","","","","",""
"2018-07-12","16725","","","","","","","","","","","","","","","","","","","",""
"2018-07-13","16800","","","","","","","","","","","","","","","","","","","","38.6"
"2018-07-16","16860","","","","","","","","","","","","","","","","","","","",""
"2018-07-17","16690","","","","","","","","","","","","","","","","","","","",""
"2018-07-18","16675","","","","","","","","","","","","","","","","","","","",""
"2018-07-19","16765","","","","","","","","","","","","","","","","","","","",""
"2018-07-20","16690","","","","","","","","","","","","","","","","","","","","38"
"2018-07-23","16580","","","","","","","","","","","","","","","","","","","",""
"2018-07-24","16700","","","","","","","","","","","","","","","","","","","",""
"2018-07-25","16855","","","","","","","","","","","","","","","","","","","",""
"2018-07-26","16780","","","","","","","","","","","","","","","","","","","",""
"2018-07-27","16735","","","","","","","","","","","","","","","","","","","","38.9"
"2018-07-30","16770","","","","","","","","","","","","","","","","","","","",""
"2018-07-31","17155","","","120.11","205.06","126.95","26.5","0.15","42.5","7","37.69","28.54","0","","","","","","80","79.8",""
"2018-08-01","16995","","","","","","","","","","","","","","","","","","","",""
"2018-08-02","16875","","","","","","","","","","","","","","","","","","","",""
"2018-08-03","16940","","","","","","","","","","","","","","","","","","","","39.5"
"2018-08-06","17155","","","","","","","","","","","","","","","","","","","",""
"2018-08-07","17310","","","","","","","","","","","","","","","","","","","",""
"2018-08-08","17245","","","","","","","","","","","","","","","","","","","",""
"2018-08-09","17280","","","","","","","","","","","","","","","","","","","",""
"2018-08-10","17310","","","","","","","","","","","","","","","","","","","","40.2"
"2018-08-13","17015","","","","","","","","","","","","","","","","","","","",""
"2018-08-14","16905","","","","","","","","","","","","","","","","","","","",""
"2018-08-15","16690","","","","","","","","","","","","","","","","","","","",""
"2018-08-16","16645","","","","","","","","","","","","","","","","","","","",""
"2018-08-17","16510","","","","","","","","","","","","","","","","","","","","41"
"2018-08-20","16825","","","","","","","","","","","","","","","","","","","",""
"2018-08-21","16955","","","","","","","","","","","","","","","","","","","",""
"2018-08-22","16925","","","","","","","","","","","","","","","","","","","",""
"2018-08-23","16725","","","","","","","","","","","","","","","","","","","",""
"2018-08-24","16875","","","","","","","","","","","","","","","","","","","","41.7"
"2018-08-27","17110","","","","","","","","","","","","","","","","","","","",""
"2018-08-28","16980","","","","","","","","","","","","","","","","","","","",""
"2018-08-29","16760","","","","","","","","","","","","","","","","","","","",""
"2018-08-30","16795","","","","","","","","","","","","","","","","","","","",""
"2018-08-31","16695","","","120.53","205.04","127.62","26.5","0.15","42.5","7","37.79","28.64","0","","","","","","89","88.7","42"
"2018-09-03","16875","","","","","","","","","","","","","","","","","","","",""
"2018-09-04","16585","","","","","","","","","","","","","","","","","","","",""
"2018-09-05","16675","","","","","","","","","","","","","","","","","","","",""
"2018-09-06","16615","","","","","","","","","","","","","","","","","","","",""
"2018-09-07","16495","","","","","","","","","","","","","","","","","","","","42.3"
"2018-09-10","16625","","","","","","","","","","","","","","","","","","","",""
"2018-09-11","16580","","31.74","","","","","","","","","","","","","","","","","",""
"2018-09-12","16615","","37.09","","","","","","","","","","","","","","","","","",""
"2018-09-13","16605","","33.62","","","","","","","","","","","","","","","","","",""
"2018-09-14","16500","","0","","","","","","","","","","","","","","","","","","39.5"
"2018-09-15","","","64.91","","","","","","","","","","","","","","","","","",""
"2018-09-16","","","82.08","","","","","","","","","","","","","","","","","",""
"2018-09-17","16510","","505.41","","","","","","","","","","","","","","","","","",""
"2018-09-18","16435","","336.42","","","","","","","","","","","","","","","","","",""
"2018-09-19","15920","","106.97","","","","","","","","","","","","","","","","","",""
"2018-09-20","16175","","268.43","","","","","","","","","","","","","","","","","",""
"2018-09-21","16135","","442.83","","","","","","","","","","","","","","","","","","38.3"
"2018-09-22","","","1236.85","","","","","","","","","","","","","","","","","",""
"2018-09-23","","","1534.26","","","","","","","","","","","","","","","","","",""
"2018-09-24","","","2934.96","","","","","","","","","","","","","","","","","",""
"2018-09-25","16015","","5528.71","","","","","","","","","","","","","","","","","",""
"2018-09-26","16015","","6835.29","","","","","","","","","","","","","","","","","",""
"2018-09-27","15665","","8535.81","","","","","","","","","","","","","","","","","",""
"2018-09-28","15665","","11632.79","","","","","","","","","","","","","","","","","","38"
"2018-09-29","","","15488.7","","","","","","","","","","","","","","","","","",""
"2018-09-30","","","21055.75","121.97","205.76","127.94","27.5","0.15","42.5","7","38.02","29.87","0","","","","","","91.5","92.5",""
"2018-10-01","","","24334.2","","","","","","","","","","","","","","","","","",""
"2018-10-02","","","29007.6","","","","","","","","","","","","","","","","","",""
"2018-10-03","","","31108.87","","","","","","","","","","","","","","","","","",""
"2018-10-04","","","36488.72","","","","","","","","","","","","","","","","","",""
"2018-10-05","","","37394.04","","","","","","","","","","","","","","","","","","37.4"
"2018-10-06","","","41269.82","","","","","","","","","","","","","","","","","",""
"2018-10-07","","","43242.5","","","","","","","","","","","","","","","","","",""
"2018-10-08","15595","","44078.78","","","","","","","","","","","","","","","","","",""
"2018-10-09","15590","","48372.8","","","","","","","","","","","","","","","","","",""
"2018-10-10","15500","","49647.69","","","","","","","","","","","","","","","","","",""
"2018-10-11","15290","","51502.93","","","","","","","","","","","","","","","","","",""
"2018-10-12","15610","","52914.15","","","","","","","","","","","","","","","","","","36.9"
"2018-10-13","","","53168.9","","","","","","","","","","","","","","","","","",""
"2018-10-14","","","56722.82","","","","","","","","","","","","","","","","","",""
"2018-10-15","15605","","55100.98","","","","","","","","","","","","","","","","","",""
"2018-10-16","15450","","58410.44","","","","","","","","","","","","","","","","","",""
"2018-10-17","15510","","48944.47","","","","","","","","","","","","","","","","","",""
"2018-10-18","15345","","40077.76","","","","","","","","","","","","","","","","","",""
"2018-10-19","15220","","51278.16","","","","","","","","","","","","","","","","","","36.5"
"2018-10-20","","","58133.6","","","","","","","","","","","","","","","","","",""
"2018-10-21","","","61492.94","","","","","","","","","","","","","","","","","",""
"2018-10-22","15315","","58079.01","","","","","","","","","","","","","","","","","",""
"2018-10-23","15350","","58606.35","","","","","","","","","","","","","","","","","",""
"2018-10-24","15370","","61113.35","","","","","","","","","","","","","","","","","",""
"2018-10-25","15145","","63376.8","","","","","","","","","","","","","","","","","",""
"2018-10-26","15060","","60166.06","","","","","","","","","","","","","","","","","","36"
"2018-10-27","","","63355.49","","","","","","","","","","","","","","","","","",""
"2018-10-28","","","59835.8","","","","","","","","","","","","","","","","","",""
"2018-10-29","14780","","61367.75","","","","","","","","","","","","","","","","","",""
"2018-10-30","14885","","61808.23","","","","","","","","","","","","","","","","","",""
"2018-10-31","14885","","63601.28","121.66","202.55","127.76","27.5","0.15","42.5","7","38.02","29.87","0","","","","","","88.1","89.2",""
"2018-11-01","14840","","60139.24","","","","","","","","","","","","","","","","","",""
"2018-11-02","15115","","57628.18","","","","","","","","","","","","","","","","","","34.7"
"2018-11-03","","","53008.28","","","","","","","","","","","","","","","","","",""
"2018-11-04","","","55665.09","","","","","","","","","","","","","","","","","",""
"2018-11-05","15085","","53873.28","","","","","","","","","","","","","","","","","",""
"2018-11-06","14970","","56199.7","","","","","","","","","","","","","","","","","",""
"2018-11-07","14865","","62999.62","","","","","","","","","","","","","","","","","",""
"2018-11-08","14965","","62228.42","","","","","","","","","","","","","","","","","",""
"2018-11-09","15050","","58940.89","","","","","","","","","","","","","","","","","","34.8"
